_id,l_ID,r_ID,l_title,r_title,_sim_score
36402,b177666,a25836,Solitude,Solitude,1.0
36403,b214566,a25836,Solitude,Solitude,1.0
36404,b113398,a25836,Solitude,Solitude,1.0
36405,b81682,a25836,Solitude,Solitude,1.0
36406,b238360,a25836,Solitude,Solitude,1.0
36407,b139045,a25836,Solitude,Solitude,1.0
36408,b226100,a25836,Solitude,Solitude,1.0
36409,b96079,a25836,Solitude,Solitude,1.0
36410,b116596,a25836,Solitude,Solitude,1.0
36411,b326559,a25836,Solitude,Solitude,1.0
36412,b101195,a25836,Solitude,Solitude,1.0
36413,b305997,a25836,Solitude,Solitude,1.0
36414,b315989,a25837,Go!,Go!,1.0
36415,b262454,a25837,Go!,Go!,1.0
36416,b36181,a25837,Go!,Go!,1.0
36417,b205021,a25837,Go!,Go!,1.0
36418,b272415,a25838,Megalomaniac,Megalomaniac,1.0
36419,b324526,a25838,Megalomaniac,Megalomaniac,1.0
36420,b271066,a25839,Boots,Boots,1.0
36421,b208939,a25843,Winter Wonderland,Winter Wonderland,1.0
36422,b24693,a25843,Winter Wonderland,Winter Wonderland,1.0
36423,b229635,a25843,Winter Wonderland,Winter Wonderland,1.0
36424,b12617,a25843,Winter Wonderland,Winter Wonderland,1.0
36425,b270760,a25843,Winter Wonderland,Winter Wonderland,1.0
36426,b156189,a25843,Winter Wonderland,Winter Wonderland,1.0
36427,b74505,a25843,Winter Wonderland,Winter Wonderland,1.0
36428,b172759,a25843,Winter Wonderland,Winter Wonderland,1.0
36429,b123725,a25843,Winter Wonderland,Winter Wonderland,1.0
36430,b254804,a25843,Winter Wonderland,Winter Wonderland,1.0
36431,b78830,a25843,Winter Wonderland,Winter Wonderland,1.0
36432,b295965,a25843,Winter Wonderland,Winter Wonderland,1.0
36433,b164927,a25843,Winter Wonderland,Winter Wonderland,1.0
36434,b42089,a25843,Winter Wonderland,Winter Wonderland,1.0
36435,b83322,a25843,Winter Wonderland,Winter Wonderland,1.0
36436,b62985,a25843,Winter Wonderland,Winter Wonderland,1.0
36437,b202415,a25843,Winter Wonderland,Winter Wonderland,1.0
36438,b313031,a25843,Winter Wonderland,Winter Wonderland,1.0
36439,b227067,a25843,Winter Wonderland,Winter Wonderland,1.0
36440,b91900,a25843,Winter Wonderland,Winter Wonderland,1.0
36441,b5886,a25843,Winter Wonderland,Winter Wonderland,1.0
36442,b124765,a25843,Winter Wonderland,Winter Wonderland,1.0
36443,b170026,a25843,Winter Wonderland,Winter Wonderland,1.0
36444,b294583,a25843,Winter Wonderland,Winter Wonderland,1.0
36445,b198785,a25843,Winter Wonderland,Winter Wonderland,1.0
36446,b211274,a25843,Winter Wonderland,Winter Wonderland,1.0
36447,b219482,a25843,Winter Wonderland,Winter Wonderland,1.0
36448,b272788,a25843,Winter Wonderland,Winter Wonderland,1.0
36449,b31181,a25843,Winter Wonderland,Winter Wonderland,1.0
36450,b177531,a25843,Winter Wonderland,Winter Wonderland,1.0
36451,b244236,a25843,Winter Wonderland,Winter Wonderland,1.0
36452,b96803,a25843,Winter Wonderland,Winter Wonderland,1.0
36453,b55782,a25843,Winter Wonderland,Winter Wonderland,1.0
36454,b121760,a25843,Winter Wonderland,Winter Wonderland,1.0
36455,b142321,a25843,Winter Wonderland,Winter Wonderland,1.0
36456,b158232,a25843,Winter Wonderland,Winter Wonderland,1.0
36457,b306344,a25843,Winter Wonderland,Winter Wonderland,1.0
36458,b224529,a25843,Winter Wonderland,Winter Wonderland,1.0
36459,b199236,a25843,Winter Wonderland,Winter Wonderland,1.0
36460,b286119,a25843,Winter Wonderland,Winter Wonderland,1.0
36461,b282079,a25843,Winter Wonderland,Winter Wonderland,1.0
36462,b265947,a25843,Winter Wonderland,Winter Wonderland,1.0
36463,b85761,a25843,Winter Wonderland,Winter Wonderland,1.0
36464,b110602,a25847,Breathe,Breathe,1.0
36465,b212836,a25847,Breathe,Breathe,1.0
36466,b91243,a25847,Breathe,Breathe,1.0
36467,b211054,a25847,Breathe,Breathe,1.0
36468,b34949,a25847,Breathe,Breathe,1.0
36469,b183441,a25847,Breathe,Breathe,1.0
36470,b114842,a25847,Breathe,Breathe,1.0
36471,b326825,a25847,Breathe,Breathe,1.0
36472,b51377,a25847,Breathe,Breathe,1.0
36473,b58554,a25847,Breathe,Breathe,1.0
36474,b311492,a25847,Breathe,Breathe,1.0
36475,b58570,a25847,Breathe,Breathe,1.0
36476,b115747,a25847,Breathe,Breathe,1.0
36477,b88271,a25847,Breathe,Breathe,1.0
36478,b232829,a25847,Breathe,Breathe,1.0
36479,b203018,a25847,Breathe,Breathe,1.0
36480,b193804,a25847,Breathe,Breathe,1.0
36481,b14672,a25847,Breathe Breathe,Breathe,0.75
36482,b183692,a25847,Breathe,Breathe,1.0
36483,b15975,a25847,Breathe,Breathe,1.0
36484,b31225,a25847,Breathe,Breathe,1.0
36485,b179712,a25847,Breathe,Breathe,1.0
36486,b143885,a25847,Breathe,Breathe,1.0
36487,b292404,a25847,Breathe,Breathe,1.0
36488,b140872,a25847,Breathe,Breathe,1.0
36489,b115356,a25847,Breathe,Breathe,1.0
36490,b4804,a25847,Breathe,Breathe,1.0
36491,b175845,a25847,Breathe,Breathe,1.0
36492,b73511,a25847,Breathe,Breathe,1.0
36493,b149253,a25847,Breathe,Breathe,1.0
36494,b100129,a25847,Breathe,Breathe,1.0
36495,b37694,a25847,Breathe,Breathe,1.0
36496,b247629,a25847,Breathe,Breathe,1.0
36497,b235512,a25847,Breathe,Breathe,1.0
36498,b177824,a25847,Breathe,Breathe,1.0
36499,b30653,a25847,Breathe,Breathe,1.0
36500,b35810,a25847,Breathe,Breathe,1.0
36501,b281597,a25848,Spinning You Around,Spinning Around,0.7272727272727273
36502,b266595,a25849,On A Night Like This,On a Night Like This,0.76
36503,b95310,a25849,On A Night Like This,On a Night Like This,0.76
36504,b158861,a25849,On A Night Like This,On a Night Like This,0.76
36505,b184019,a25849,On A Night Like This,On a Night Like This,0.76
36506,b33365,a25853,I Forget,I Forget,1.0
36507,b14058,a25855,Simple Simon,Simple Simon,1.0
36508,b42732,a25856,Electric Blue,Electric Blue,1.0
36509,b197051,a25856,Electric Blue,Electric Blue,1.0
36510,b343320,a25856,Electric Blue,Electric Blue,1.0
36511,b25108,a25872,Everything I Need,Everything I Need,1.0
36512,b333150,a25877,Magic Man,Magic Man,1.0
36513,b95332,a25877,Magic Man,Magic Man,1.0
36514,b244861,a25877,Magic Man,Magic Man,1.0
36515,b157852,a25877,Magic Man,Magic Man,1.0
36516,b32563,a25877,Magic Man,Magic Man,1.0
36517,b203709,a25881,You Angel You,You Angel You,1.0
36518,b189840,a25881,You Angel You,You Angel You,1.0
36519,b49157,a25882,For You,For You,1.0
36520,b211977,a25882,For You,For You,1.0
36521,b77879,a25882,For You,For You,1.0
36522,b10315,a25882,For You,For You,1.0
36523,b86203,a25882,For You,For You,1.0
36524,b27757,a25882,For You,For You,1.0
36525,b320634,a25882,For You,For You,1.0
36526,b135310,a25882,For You,For You,1.0
36527,b262293,a25882,For You,For You,1.0
36528,b233670,a25882,For You,For You,1.0
36529,b59815,a25882,For You,For You,1.0
36530,b306510,a25882,For You,For You,1.0
36531,b109986,a25882,For You,For You,1.0
36532,b328157,a25882,For You,For You,1.0
36533,b174569,a25882,For You,For You,1.0
36534,b222131,a25882,For You,For You,1.0
36535,b40509,a25882,For You,For You,1.0
36536,b234108,a25882,For You,For You,1.0
36537,b116361,a25882,For You,For You,1.0
36538,b325274,a25882,For You,For You,1.0
36539,b302755,a25882,For You,For You,1.0
36540,b184952,a25882,For You,For You,1.0
36541,b9680,a25882,For You,For You,1.0
36542,b49886,a25882,For You,For You,1.0
36543,b197379,a25882,For You,For You,1.0
36544,b137994,a25882,For You,For You,1.0
36545,b214798,a25882,For You,For You,1.0
36546,b275222,a25882,For You,For You,1.0
36547,b342847,a25882,For You,For You,1.0
36548,b98159,a25882,For You,For You,1.0
36549,b332719,a25882,For You,For You,1.0
36550,b91071,a25882,For You,For You,1.0
36551,b346048,a25882,For You,For You,1.0
36552,b116491,a25888,My Sweet Lord,My Sweet Lord,1.0
36553,b42847,a25893,Ice Cream,Ice Cream,1.0
36554,b182375,a25893,Ice Cream,Ice Cream,1.0
36555,b126665,a25893,Ice Cream,Ice Cream,1.0
36556,b195776,a25893,Ice Cream,Ice Cream,1.0
36557,b14707,a25893,Ice Cream,Ice Cream,1.0
36558,b137788,a25893,Ice Cream,Ice Cream,1.0
36559,b338780,a25893,Ice Cream,Ice Cream,1.0
36560,b70524,a25893,Ice Cream,Ice Cream,1.0
36561,b185325,a25893,Ice Cream,Ice Cream,1.0
36562,b202742,a25893,Ice Cream,Ice Cream,1.0
36563,b73878,a25894,Turn Out The Lights,Turn Out the Lights,0.75
36564,b169336,a25894,Turn Out The Lights,Turn Out the Lights,0.75
36565,b79757,a25894,Turn Out the Lights,Turn Out the Lights,1.0
36566,b346343,a25894,Turn Out The Lights,Turn Out the Lights,0.75
36567,b260140,a25897,Cold as Ice,Cold as Ice,1.0
36568,b314485,a25909,Virus,Virus,1.0
36569,b256491,a25909,Virus,Virus,1.0
36570,b74691,a25909,Virus,Virus,1.0
36571,b44934,a25910,Godlike,Godlike,1.0
36572,b164207,a25910,Godlike,Godlike,1.0
36573,b44109,a25912,Split,Split,1.0
36574,b212094,a25912,Split,Split,1.0
36575,b251808,a25912,Split,Split,1.0
36576,b296356,a25912,Split,Split,1.0
36577,b136907,a25912,Split,Split,1.0
36578,b159200,a25912,Split,Split,1.0
36579,b152580,a25924,Forever,Forever,1.0
36580,b47632,a25924,Forever,Forever,1.0
36581,b189969,a25924,Forever,Forever,1.0
36582,b250409,a25924,Forever,Forever,1.0
36583,b292406,a25924,Forever,Forever,1.0
36584,b26687,a25924,Forever,Forever,1.0
36585,b198726,a25924,Forever,Forever,1.0
36586,b332372,a25924,Forever,Forever,1.0
36587,b326248,a25924,Forever,Forever,1.0
36588,b324215,a25924,Forever,Forever,1.0
36589,b282306,a25924,Forever,Forever,1.0
36590,b219300,a25924,Forever,Forever,1.0
36591,b182448,a25924,Forever,Forever,1.0
36592,b137909,a25924,Forever,Forever,1.0
36593,b215222,a25924,Forever,Forever,1.0
36594,b336066,a25924,Forever,Forever,1.0
36595,b319178,a25924,Forever,Forever,1.0
36596,b304340,a25924,Forever,Forever,1.0
36597,b73433,a25924,Forever,Forever,1.0
36598,b210146,a25924,Forever,Forever,1.0
36599,b319206,a25924,Forever,Forever,1.0
36600,b199401,a25924,Forever,Forever,1.0
36601,b153326,a25924,Forever,Forever,1.0
36602,b121596,a25924,Forever,Forever,1.0
36603,b190209,a25924,Forever,Forever,1.0
36604,b275719,a25924,Forever,Forever,1.0
36605,b111882,a25924,Forever,Forever,1.0
36606,b308493,a25924,Forever,Forever,1.0
36607,b56079,a25924,Forever,Forever,1.0
36608,b165849,a25924,Forever,Forever,1.0
36609,b324399,a25924,Forever,Forever,1.0
36610,b95026,a25924,Forever,Forever,1.0
36611,b81212,a25924,Forever,Forever,1.0
36612,b154430,a25924,Forever,Forever,1.0
36613,b209206,a25924,Forever,Forever,1.0
36614,b336782,a25924,Forever,Forever,1.0
36615,b287059,a25924,Forever,Forever,1.0
36616,b253274,a25924,Forever,Forever,1.0
36617,b158570,a25924,Forever,Forever,1.0
36618,b51054,a25924,Forever,Forever,1.0
36619,b5844,a25924,Forever,Forever,1.0
36620,b213228,a25924,Forever,Forever,1.0
36621,b198543,a25924,Forever,Forever,1.0
36622,b222612,a25924,Forever,Forever,1.0
36623,b2967,a25924,Forever,Forever,1.0
36624,b302494,a25924,Forever,Forever,1.0
36625,b234405,a25924,Forever,Forever,1.0
36626,b41393,a25924,Forever,Forever,1.0
36627,b950,a25924,Forever,Forever,1.0
36628,b338369,a25924,Forever,Forever,1.0
36629,b147401,a25924,Forever,Forever,1.0
36630,b282064,a25924,Forever,Forever,1.0
36631,b226257,a25924,Forever,Forever,1.0
36632,b199376,a25924,Forever,Forever,1.0
36633,b323045,a25924,Forever,Forever,1.0
36634,b27111,a25924,Forever,Forever,1.0
36635,b165880,a25924,Forever,Forever,1.0
36636,b37370,a25924,Forever,Forever,1.0
36637,b203824,a25925,Picture,Picture,1.0
36638,b242720,a25926,The Man With The Child In His Eyes,The Man With the Child in His Eyes,0.725
36639,b304310,a25927,Hammer Horror,Hammer Horror,1.0
36640,b240136,a25928,Wow,Wow,1.0
36641,b201360,a25928,Wow,Wow,1.0
36642,b96407,a25928,Wow,Wow,1.0
36643,b195915,a25928,Wow,Wow,1.0
36644,b22093,a25928,Wow,Wow,1.0
36645,b167642,a25928,Wow,Wow,1.0
36646,b20574,a25928,Wow,Wow,1.0
36647,b232933,a25928,Wow,Wow,1.0
36648,b305164,a25929,Breathing,Breathing,1.0
36649,b268307,a25929,Breathing,Breathing,1.0
36650,b165977,a25929,Breathing,Breathing,1.0
36651,b292984,a25929,Breathing,Breathing,1.0
36652,b118293,a25929,Breathing,Breathing,1.0
36653,b219674,a25929,Breathing,Breathing,1.0
36654,b156238,a25929,Breathing,Breathing,1.0
36655,b206749,a25929,Breathing,Breathing,1.0
36656,b93227,a25933,China Doll,China Doll,1.0
36657,b24685,a25933,China Doll,China Doll,1.0
36658,b131704,a25933,China Doll,China Doll,1.0
36659,b225937,a25933,China Doll,China Doll,1.0
36660,b23161,a25934,Beautiful Love,Beautiful Love,1.0
36661,b92973,a25936,Fear Loves This Place,Fear Loves This Place,1.0
36662,b137227,a25937,Love And Happiness,Love and Happiness,0.7391304347826086
36663,b332856,a25937,Love And Happiness,Love and Happiness,0.7391304347826086
36664,b117172,a25937,Love And Happiness,Love and Happiness,0.7391304347826086
36665,b277158,a25937,Love and Happiness,Love and Happiness,1.0
36666,b25635,a25937,Love and happiness,Love and Happiness,0.7391304347826086
36667,b238084,a25953,Animal,Animal,1.0
36668,b111635,a25953,Animal,Animal,1.0
36669,b67860,a25953,Animal,Animal,1.0
36670,b32031,a25953,Animal,Animal,1.0
36671,b176933,a25953,Animal,Animal,1.0
36672,b283720,a25953,Animal,Animal,1.0
36673,b72784,a25953,Animal,Animal,1.0
36674,b212561,a25953,Animal,Animal,1.0
36675,b324977,a25953,Animal,Animal,1.0
36676,b65416,a25953,Animal,Animal,1.0
36677,b334224,a25953,Animal,Animal,1.0
36678,b142238,a25953,Animal,Animal,1.0
36679,b116393,a25953,Animal,Animal,1.0
36680,b224504,a25953,Animal,Animal,1.0
36681,b278467,a25953,Animal,Animal,1.0
36682,b21068,a25953,Animal,Animal,1.0
36683,b324293,a25953,Animal,Animal,1.0
36684,b26310,a25953,Animal,Animal,1.0
36685,b235986,a25953,Animal,Animal,1.0
36686,b25816,a25953,Animamal,Animal,0.8
36687,b328687,a25953,Animal,Animal,1.0
36688,b202995,a25953,Animal,Animal,1.0
36689,b336180,a25962,Lonely Soldier,Lonely Soldier,1.0
36690,b94386,a25962,Lonely Soldier,Lonely Soldier,1.0
36691,b346076,a25962,Lonely Soldier,Lonely Soldier,1.0
36692,b43525,a25963,Eyes,Eyes,1.0
36693,b299929,a25963,Eyes,Eyes,1.0
36694,b112077,a25963,Eyes,Eyes,1.0
36695,b266914,a25964,Turn It Down,Turn It Down,1.0
36696,b164606,a25964,Turn It Down,Turn It Down,1.0
36697,b316877,a25967,Lay Lady Lay,Lay Lady Lay,1.0
36698,b342549,a25968,Bad Blood,Bad Blood,1.0
36699,b97045,a25968,Bad Blood,Bad Blood,1.0
36700,b197734,a25968,Bad Blood,Bad Blood,1.0
36701,b202121,a25968,Bad Blood,Bad Blood,1.0
36702,b316861,a25968,Bad Blood,Bad Blood,1.0
36703,b190373,a25968,Bad Blood,Bad Blood,1.0
36704,b194651,a25970,Thunderstruck,Thunderstruck,1.0
36705,b121442,a25970,Thunderstruck,Thunderstruck,1.0
36706,b33849,a25970,Thunderstruck,Thunderstruck,1.0
36707,b28245,a25970,Thunderstruck,Thunderstruck,1.0
36708,b275808,a25971,Everyday Is Halloween,Every Day Is Halloween,0.7407407407407407
36709,b151475,a25979,Nonsense,Nonsense,1.0
36710,b168738,a25980,Shelter,Shelter,1.0
36711,b102963,a25980,Shelter,Shelter,1.0
36712,b101090,a25980,Shelter,Shelter,1.0
36713,b345359,a25980,Shelter,Shelter,1.0
36714,b229207,a25980,Shelter,Shelter,1.0
36715,b196189,a25980,Shelter,Shelter,1.0
36716,b35650,a25980,Shelter,Shelter,1.0
36717,b237997,a25980,Shelter,Shelter,1.0
36718,b174259,a25980,Shelter,Shelter,1.0
36719,b137657,a25980,Shelter,Shelter,1.0
36720,b275407,a25980,Shelter,Shelter,1.0
36721,b241,a25980,Shelter,Shelter,1.0
36722,b44117,a25980,Shelter,Shelter,1.0
36723,b107014,a25982,Krank,Krank,1.0
36724,b218381,a25985,Amnesia,Amnesia,1.0
36725,b208037,a25985,Amnesia,Amnesia,1.0
36726,b227500,a25985,Amnesia,Amnesia,1.0
36727,b163378,a25985,Amnesia,Amnesia,1.0
36728,b251456,a25985,Amnesia,Amnesia,1.0
36729,b22484,a25985,Amnesia,Amnesia,1.0
36730,b56408,a25985,Amnesia,Amnesia,1.0
36731,b242150,a25985,Amnesia,Amnesia,1.0
36732,b64404,a25985,Amnesia,Amnesia,1.0
36733,b317474,a25987,Kids,Kids,1.0
36734,b304581,a25987,Kids,Kids,1.0
36735,b130071,a25987,Kids,Kids,1.0
36736,b338170,a25987,Kids,Kids,1.0
36737,b177151,a25987,Kids,Kids,1.0
36738,b59396,a25988,Please Stay,Please Stay,1.0
36739,b344109,a25988,Please Stay,Please Stay,1.0
36740,b334078,a25988,Please Stay,Please Stay,1.0
36741,b148538,a25988,Please Stay,Please Stay,1.0
36742,b346800,a25988,Please Stay,Please Stay,1.0
36743,b234261,a25988,Please Stay,Please Stay,1.0
36744,b167861,a25988,Please Stay,Please Stay,1.0
36745,b73961,a25996,Stay Young,Stay Young,1.0
36746,b6158,a25998,Original Sin,Original Sin,1.0
36747,b251998,a25998,Original Sins,Original Sin,0.7058823529411765
36748,b197949,a25998,Original Sin,Original Sin,1.0
36749,b138745,a25999,Crazy,Crazy,1.0
36750,b186377,a25999,Crazy,Crazy,1.0
36751,b69901,a25999,Crazy,Crazy,1.0
36752,b185105,a25999,Crazy,Crazy,1.0
36753,b229148,a25999,Crazy,Crazy,1.0
36754,b48927,a25999,Crazy,Crazy,1.0
36755,b2850,a25999,Crazy,Crazy,1.0
36756,b166440,a25999,Crazy,Crazy,1.0
36757,b157234,a25999,Crazy,Crazy,1.0
36758,b218175,a25999,Crazy,Crazy,1.0
36759,b150596,a25999,Crazy,Crazy,1.0
36760,b85730,a25999,Crazy,Crazy,1.0
36761,b148810,a25999,Crazy,Crazy,1.0
36762,b343884,a25999,Crazy,Crazy,1.0
36763,b37774,a25999,Crazy,Crazy,1.0
36764,b151125,a25999,Crazy,Crazy,1.0
36765,b182359,a25999,Crazy,Crazy,1.0
36766,b167768,a25999,Crazy,Crazy,1.0
36767,b295611,a25999,Crazy,Crazy,1.0
36768,b186812,a25999,Crazy,Crazy,1.0
36769,b11154,a25999,Crazy,Crazy,1.0
36770,b23913,a25999,Crazy,Crazy,1.0
36771,b301803,a25999,Crazy,Crazy,1.0
36772,b300620,a25999,Crazy,Crazy,1.0
36773,b112791,a25999,Crazy,Crazy,1.0
36774,b215236,a25999,Crazy,Crazy,1.0
36775,b119957,a25999,Crazy,Crazy,1.0
36776,b212887,a25999,Crazy,Crazy,1.0
36777,b299422,a25999,Crazy,Crazy,1.0
36778,b113059,a25999,Crazy,Crazy,1.0
36779,b156075,a25999,Crazy,Crazy,1.0
36780,b296108,a25999,Crazy,Crazy,1.0
36781,b114862,a25999,Crazy,Crazy,1.0
36782,b346544,a25999,Crazy,Crazy,1.0
36783,b289716,a25999,Crazy,Crazy,1.0
36784,b4470,a25999,Crazy,Crazy,1.0
36785,b85441,a25999,Crazy,Crazy,1.0
36786,b74436,a25999,Crazy,Crazy,1.0
36787,b319480,a25999,Crazy,Crazy,1.0
36788,b341285,a25999,Crazy,Crazy,1.0
36789,b328528,a25999,Crazy,Crazy,1.0
36790,b272550,a25999,Crazy,Crazy,1.0
36791,b140770,a25999,Crazy,Crazy,1.0
36792,b1509,a25999,Crazy,Crazy,1.0
36793,b131495,a25999,Crazy,Crazy,1.0
36794,b174677,a25999,Crazy,Crazy,1.0
36795,b241579,a25999,Crazy,Crazy,1.0
36796,b13323,a26001,Heroes,Heroes,1.0
36797,b173605,a26001,Heroes,Heroes,1.0
36798,b228701,a26001,Heroes,Heroes,1.0
36799,b201483,a26001,Heroes,Heroes,1.0
36800,b173111,a26001,Heroes,Heroes,1.0
36801,b209810,a26001,Heroes,Heroes,1.0
36802,b155043,a26001,Heroes,Heroes,1.0
36803,b49829,a26001,Heroes,Heroes,1.0
36804,b195751,a26001,Heroes,Heroes,1.0
36805,b317355,a26001,Heroes,Heroes,1.0
36806,b74270,a26001,Heroes,Heroes,1.0
36807,b249011,a26001,Heroes,Heroes,1.0
36808,b334783,a26001,Heroes,Heroes,1.0
36809,b315348,a26001,Heroes,Heroes,1.0
36810,b103894,a26001,Heroes,Heroes,1.0
36811,b227195,a26001,Heroes,Heroes,1.0
36812,b7634,a26001,Heroes,Heroes,1.0
36813,b98540,a26001,Heroes,Heroes,1.0
36814,b171516,a26001,Heroes,Heroes,1.0
36815,b84930,a26002,Red,Red,1.0
36816,b156551,a26002,Red,Red,1.0
36817,b78392,a26002,Red,Red,1.0
36818,b346962,a26002,Red,Red,1.0
36819,b210838,a26002,Red,Red,1.0
36820,b26525,a26002,Red,Red,1.0
36821,b325471,a26002,Red,Red,1.0
36822,b59241,a26002,Red,Red,1.0
36823,b32942,a26002,Red,Red,1.0
36824,b303091,a26002,Red,Red,1.0
36825,b301023,a26002,Red,Red,1.0
36826,b78457,a26002,Red,Red,1.0
36827,b138362,a26002,Red,Red,1.0
36828,b331228,a26012,Barracuda,Barracuda,1.0
36829,b120992,a26012,Barracuda,Barracuda,1.0
36830,b248571,a26012,Barracuda,Barracuda,1.0
36831,b32094,a26012,Barracuda,Barracuda,1.0
36832,b283499,a26012,Barracuda,Barracuda,1.0
36833,b466,a26012,Barracuda,Barracuda,1.0
36834,b177232,a26017,Stranded,Stranded,1.0
36835,b145568,a26017,Stranded,Stranded,1.0
36836,b198890,a26017,Stranded,Stranded,1.0
36837,b104512,a26017,Stranded,Stranded,1.0
36838,b100614,a26017,Stranded,Stranded,1.0
36839,b190658,a26020,Runner,Runner,1.0
36840,b19445,a26020,Runner,Runner,1.0
36841,b236811,a26020,Runner,Runner,1.0
36842,b135664,a26021,Do Anything You Wanna Do,Do Anything You Wanna Do,1.0
36843,b164359,a26021,Do Anything You Wanna Do,Do Anything You Wanna Do,1.0
36844,b288174,a26021,Anything You Wanna Do,Do Anything You Wanna Do,0.75
36845,b99940,a26022,Going Underground,Going Underground,1.0
36846,b265276,a26043,What Is Life,What Is Life,1.0
36847,b273632,a26043,What Is Life,What Is Life,1.0
36848,b83982,a26046,Ding Dong,Ding Dong,1.0
36849,b137333,a26046,Ding Dong,Ding Dong,1.0
36850,b172200,a26046,Ding Dong,Ding Dong,1.0
36851,b341168,a26046,Ding Dong,Ding Dong,1.0
36852,b49268,a26046,Ding Deng Dong,Ding Dong,0.7857142857142857
36853,b140995,a26046,Ding Dong,Ding Dong,1.0
36854,b11016,a26046,Ding Dong,Ding Dong,1.0
36855,b194568,a26047,Dark Horse,Dark Horse,1.0
36856,b4193,a26047,Dark Horse,Dark Horse,1.0
36857,b137486,a26047,Dark Horse,Dark Horse,1.0
36858,b215650,a26047,Dark Horse,Dark Horse,1.0
36859,b17130,a26047,Dark Horse,Dark Horse,1.0
36860,b279980,a26047,Dark Horse,Dark Horse,1.0
36861,b64958,a26047,Dark Horse,Dark Horse,1.0
36862,b211760,a26048,This Song,This Song,1.0
36863,b301713,a26049,Crackerox Palace,Crackerbox Palace,0.7619047619047619
36864,b52510,a26065,Massive Motion,Massive Motion,1.0
36865,b292138,a26067,The Art Of Love,The Art of Love,0.7
36866,b173014,a26072,Feels Like The First Time,Feels Like the First Time,0.8
36867,b268630,a26072,Feels Like The First Time,Feels Like the First Time,0.8
36868,b119403,a26074,Say You Will,Say You Will,1.0
36869,b50132,a26074,Say You Will,Say You Will,1.0
36870,b53441,a26074,Say You Will,Say You Will,1.0
36871,b96070,a26074,Say You Will,Say You Will,1.0
36872,b149414,a26074,Say You Will,Say You Will,1.0
36873,b243951,a26074,Say You Will,Say You Will,1.0
36874,b235230,a26074,Say You Will,Say You Will,1.0
36875,b326530,a26074,Say You Will,Say You Will,1.0
36876,b70405,a26077,I To Know What Love Is,I Want To Know What Love Is,0.7666666666666667
36877,b2179,a26077,I Want To Know What Love Is,I Want To Know What Love Is,1.0
36878,b113282,a26077,I Want To Know What Love Is,I Want To Know What Love Is,1.0
36879,b220403,a26077,I Want To Know What Love Is,I Want To Know What Love Is,1.0
36880,b23185,a26083,OK,OK,1.0
36881,b221491,a26083,OK,OK,1.0
36882,b253588,a26083,OK,OK,1.0
36883,b327445,a26083,OK,OK,1.0
36884,b101080,a26083,OK,OK,1.0
36885,b71067,a26083,OK,OK,1.0
36886,b6187,a26086,Porzellan,Porzellan,1.0
36887,b11298,a26109,Vogue,Vogue,1.0
36888,b198635,a26119,So Hot,So Hott,0.7
36889,b2029,a26119,So Hot,So Hott,0.7
36890,b82104,a26120,All Summer Long,All Summer Long,1.0
36891,b120732,a26120,All Summer Long,All Summer Long,1.0
36892,b149759,a26120,All Summer Long,All Summer Long,1.0
36893,b63801,a26123,First Kiss,First Kiss,1.0
36894,b33584,a26123,First Kiss,First Kiss,1.0
36895,b206300,a26123,First Kiss,First Kiss,1.0
36896,b28198,a26123,First Kiss,First Kiss,1.0
36897,b258028,a26128,The Dreaming,The Dreaming,1.0
36898,b51426,a26137,Fall Down,Fall Down,1.0
36899,b265798,a26137,Fall Down,Fall Down,1.0
36900,b327425,a26137,Fall Down,Fall Down,1.0
36901,b92558,a26138,Nothing Lasts For Ever,Nothing Lasts Forever,0.7407407407407407
36902,b277826,a26138,Nothing Lasts Forever,Nothing Lasts Forever,1.0
36903,b110604,a26140,First Time,First Time,1.0
36904,b145468,a26140,First Time,First Time,1.0
36905,b238366,a26140,First Time,First Time,1.0
36906,b211841,a26140,First Time,First Time,1.0
36907,b119879,a26140,First Time,First Time,1.0
36908,b314567,a26140,First Time,First Time,1.0
36909,b254540,a26140,First Time,First Time,1.0
36910,b200178,a26140,First Time,First Time,1.0
36911,b132750,a26140,First Time,First Time,1.0
36912,b81567,a26140,First Time,First Time,1.0
36913,b210631,a26140,First Time,First Time,1.0
36914,b177909,a26140,First Time,First Time,1.0
36915,b131751,a26140,First Time,First Time,1.0
36916,b187172,a26146,Atmosphere,Atmosphere,1.0
36917,b226695,a26146,Atmosphere,Atmosphere,1.0
36918,b290956,a26146,Atmosphere,Atmosphere,1.0
36919,b77759,a26146,Atmosphere,Atmosphere,1.0
36920,b93436,a26147,Summer Night,Summer Nights,0.7058823529411765
36921,b124480,a26147,Summer Nights,Summer Nights,1.0
36922,b182531,a26147,Summer Nights,Summer Nights,1.0
36923,b264605,a26147,Summer Night,Summer Nights,0.7058823529411765
36924,b93376,a26147,Summer Nights,Summer Nights,1.0
36925,b302879,a26147,Summer Night,Summer Nights,0.7058823529411765
36926,b212809,a26147,Summer Nights,Summer Nights,1.0
36927,b130520,a26150,Anything For You,Anything for You,0.7142857142857143
36928,b244973,a26150,Anything For You,Anything for You,0.7142857142857143
36929,b268359,a26152,In Your Eyes,In Your Eyes,1.0
36930,b18754,a26152,In Your Eyes,In Your Eyes,1.0
36931,b199079,a26152,In Your Eyes,In Your Eyes,1.0
36932,b205783,a26152,In Your Eyes,In Your Eyes,1.0
