ID, Artist, Song, Genre, Tempo, Duration
1466,Blackalicious,Clockwork,electronic,110.598,271.43791
1467,Haley Bonar,Give It Up,hip-hop,72.255,149.26322
1468,Its A Beautiful Day,Words,electronic,140.083,177.81506
1469,Art Pepper + 11,Move,indie,82.42,205.92281
1470,Boy Goldsoro,Your Song,pop,143.564,220.08118
1471,Miguel Migs,Fire,hip-hop,99.911,275.06893
1472,Ural 13 Diktators,Tonight, Tonight,140.045,290.48118
1473,Kay Stone,Alone,rock,136.975,553.37751
1474,Booka Shade,Up,pop,83.338,372.53179
1475,Mihai Popoviciu,Hold,indie,124.013,413.77914
1476,Georgie Fame,You,classical,150.018,287.18975
1477,Aaron Zimmer,On Your Own,rock,92.115,246.77832
1478,Dujack,I Like It,electronic,126.038,382.4322
1479,Peer Gynt,Hey Mama,hip-hop,125.249,198.1122
1480,Sugaaes,Stronger,hip-hop,134.003,482.2722
1481,The Jacksons,Wait,folk,96.435,325.95546
1482,Tahiti 80,Listen,folk,142.94,220.86485
1483,Lifesavas,Happiness,rock,125.738,237.29587
1484,Ms. Jade,Different,hip-hop,122.212,295.36608
1485,H-Blockx,Heaven,electronic,92.616,311.77098
1486,Ana Caram,Wave,folk,95.313,252.44689
1487,Adam F Featuring Ronny Jordan,Colours,electronic,105.034,354.7424
1488,Alphawezen,Rain,electronic,130.008,355.16036
1489,Chris Brokaw,The Look of Love,electronic,81.197,219.84608
1490,Miguel Migs,Fire,hip-hop,200.145,339.19955
1491,Larkin Grimm,Going Out,rock,80.913,139.88526
1492,Claw Boys Claw,Kiss Kiss,hip-hop,94.528,202.91873
1493,Beo Norman,Stand,rock,98.807,238.96771
1494,Frankee,Him,pop,85.014,183.74485
1495,Go,Open Your Eyes,rock,203.484,117.21098
1496,Muzzaik,I Like It,electronic,126.878,459.20608
1497,Isoel Campell ,Salvation,alternative,114.95,197.48526
1498,Preservation Hall Jazz Band,Georgia On My Mind,rock,80.887,404.27057
1499,Ace Trouleshooter,My Way,electronic,209.849,143.20281
1500,Dann Huff,Shake,electronic,119.984,127.52934
1501,Lightning Seeds,Ghosts,folk,54.652,188.9171
1502,Event Horizon,Zero,alternative,87.942,263.99302
1503,Gul 3,Rock Steady,folk,70.632,143.69914
1504,David Bromerg,Kansas City,electronic,119.967,241.31873
1505,Cua Clu,Suavemente,electronic,128.002,216.21506
1506,DCX,Hold Me,blues,135.034,309.49832
1507,The Destroyer,Shut Your Mouth,electronic,187.313,366.36689
1508,The Teen Queens,I Miss You,alternative,79.159,118.17751
1509,Sham 69,Leave Me Alone,rock,167.47,205.50485
1510,Splender,Spin,rock,92.826,221.70077
1511,Herie Hancock,Riot,electronic,76.491,277.7073
1512,The Purple Hearts,Playing With Fire,hip-hop,157.498,228.98893
1513,Lowrider,Cool,rock,141.841,299.88526
1514,Damian Marley ,Where Is the Love?,pop,194.961,307.69587
1515,Merge Of Equals,Gravity,rock,165.982,343.09179
1516,The Pretty Things,Onion Soup,rock,98.947,228.88444
1517,Connie Francis,Young Love,pop,98.875,153.52118
1518,The Besnard Lakes,Disaster,pop,120.25,342.36036
1519,Somerville_ Jimmy,Cry,electronic,138.035,224.67873
1520,M83,Teen Angst,electronic,150.059,175.46404
1521,That Petrol Emotion,The Bottom Line,electronic,99.191,244.97587
1522,Dead Or Alive,I Want You,jazz,115.847,254.22322
1523,Charlie Shavers,Summertime,pop,122.674,302.94159
1524,Sarah Whatmore,Smile,jazz,129.998,193.69751
1525,Sondaschule,High Noon,hip-hop,133.638,150.49098
1526,Jeff Kashiwa,Changes,rock,97.987,254.37995
1527,Spencer & Hill,Get It On,blues,85.304,170.26567
1528,The Smashing Pumpkins,Blue,blues,211.773,199.49669
1529,JJ Appleton,Anyone,rock,105.486,228.362
1530,Steppenwolf,Monster,alternative,113.264,235.80689
1531,Outsiders,Keep This Fire Burning,pop,128.015,365.84444
1532,Killa Kela,Secrets,folk,124.007,205.37424
1533,Chino XL_ Bizzy Bone_ Playalititcal,Be With You,electronic,96.198,207.51628
1534,Paffendorf vs. The Real Booty Baes,Smile,jazz,136.977,188.81261
1535,POCAHONTAS,Where Do I Go From Here,pop,84.532,162.48118
1536,Kef,The Girls,electronic,239.197,21.02812
1537,Chuck Wicks,All I Ever Wanted,electronic,94.026,207.33342
1538,Michael Penn,Try,folk,105.624,180.58404
1539,Ace of Base,Beautiful Life,pop,135.01,192.02567
1540,Gloss,You,classical,87.98,222.58893
1541,Alias,Arrival,classical,106.877,257.01832
1542,Aneuretical,Borrowed,pop,159.937,219.8722
1543,The Vital Might,City,hip-hop,151.964,224.23465
1544,Silver Scooter,So Long,blues,118.633,250.27873
1545,White Apple Tree,Youth,indie,147.861,207.12444
1546,CRW,I Feel Love,rock,124.998,171.25832
1547,Children Of Bodom,Black Widow,pop,196.008,225.12281
1548,Kenny Larkin,We Shall Overcome,country,128.155,119.58812
1549,Greg Koe,Extravaganza,hip-hop,136.007,378.30485
1550,Adam Lamert,If I Had You,rock,131.088,228.23138
1551,Corinna May,Amazing Grace,folk,118.242,143.33342
1552,Chomsky,Animal,rock,123.987,222.6673
1553,My Endeavour,The Fallen,rock,120.153,237.26975
1554,Muse,Glorious,electronic,100.844,281.02485
1555,George Michael,Round Here,rock,102.931,355.73506
1556,The Profit$,Another Day,electronic,108.449,59.8722
1557,Coph Nia,Sympathy for the Devil,alternative,176.498,301.37424
1558,Britney Spears,Freakshow,alternative,131.946,175.46404
1559,Kelly Clarkson,Since U Been Gone,rock,131.011,197.14567
1560,Cannonall Adderley,Gone, Gone,123.271,242.83383
1561,Araxxxas,Drive By,alternative,99.952,344.63302
1562,Aldo Nova,Heartless,hip-hop,145.95,197.98159
1563,David Thomas Broughton,Electricity,alternative,103.152,168.56771
1564,Northern State feat. the High and Mighty,Think Twice,electronic,84.967,253.75302
1565,Bulletoys,Renegade,rock,106.245,235.78077
1566,X-Ray Spex,Genetic Engineering,alternative,132.816,175.80363
1567,Bon Jovi,Always,alternative,145.977,258.55955
1568,Shaaam Sahdeeq & DJ Revolution,Cocoon,pop,115.64,221.72689
1569,The Shamen,Make It Mine,alternative,120.235,242.31138
1570,Grzegorz Turnau,11:11,pop,120.073,163.86567
1571,La Fiere,Enamorado De Ti,pop,104.757,174.39302
1572,DJ Marky_ Makoto & A-Sides,Tonight, Tonight,87.501,381.962
1573,Fischerspooner,O, Evelyn...,146.09,394.57914
1574,Lightning Seeds,Perfect,alternative,88.764,207.90812
1575,Ne-Yo,Closer,indie,130.0,446.09261
1576,Tiago Iorc,Blame,hip-hop,155.912,233.19465
1577,Paul Blackford,The Virus,electronic,99.993,246.12526
1578,Cascada,Everytime We Touch,electronic,141.988,197.32853
1579,Close Shave,Never Surrender,electronic,184.698,166.47791
1580,KT Tunstall,Hold On,folk,105.52,177.3971
1581,Carrie Rodriguez,Grace,rock,157.798,255.99955
1582,Lionel Richie,Hello,jazz,120.131,248.21506
1583,Gorillaz,Rhinestone Eyes,hip-hop,92.782,200.09751
1584,Emiliana Torrini,To Be Free,pop,127.002,309.9424
1585,Adrian Gurvitz,Coming Home,classical,96.11,342.59546
1586,Eagle-Eye Cherry,Free,alternative,176.285,110.07955
1587,Stars,Personal,pop,43.806,246.38649
1588,M,Guardian Angel,electronic,119.002,264.54159
1589,Tinchy Stryder Feat. Amelle,Never Leave You,hip-hop,155.939,210.46812
1590,Papoose,The Wire,rock,116.203,198.08608
1591,Tex Ritter,High Noon,hip-hop,120.05,186.61832
1592,Killing Joke,Empire Song,alternative,146.074,151.48363
1593,Nerina Pallot,Human,alternative,110.049,252.1073
1594,SNFU,Tears,electronic,117.422,155.24526
1595,Phil Stacey,One,electronic,140.235,203.31057
1596,Pandella,Rise Up,electronic,121.59,413.33506
1597,Tech N9ne,The Worst,hip-hop,151.991,294.97424
1598,Sexion dAssaut,Gotham City,hip-hop,163.721,270.94159
1599,Raphael Saadiq,Faithful,pop,100.015,247.01342
1600,Kyle Eastwood,Marrakech,electronic,89.842,356.72771
1601,Rasco,Emotions,pop,92.173,111.80363
1602,Irio De Paula,Wave,folk,135.124,279.27465
1603,Underworld,Beautiful Burnout,electronic,130.018,554.60526
1604,The Independents,Stalker,electronic,190.642,219.97669
1605,Mischa Daniels,Run Away,electronic,130.045,231.91465
1606,Deejay Goldfinger,Runaway,folk,139.989,411.61098
1607,Keith Martin,Coming Home,classical,139.356,280.58077
1608,Halford,Resurrection,alternative,205.95,242.20689
1609,Bing Crosy_ The Andrews Sisters,Jingle Bells,electronic,121.866,153.59955
1610,Sissy,Start Again,alternative,160.074,302.602
1611,Roy Orison,Falling,rock,111.019,141.5571
1612,Bethany Dillon,When You Love Someone,jazz,112.036,209.37098
1613,Strata,Today,electronic,165.695,222.58893
1614,Deep Blue Something,Home,folk,91.596,268.77342
1615,Sum 41,Fat Lip,rock,98.176,180.34893
1616,The Freelance Hellraiser,Beautiful Girl,rock,125.023,200.09751
1617,Princess Superstar,Perfect,alternative,119.512,206.94159
1618,Automatic 7,Hold On,folk,221.052,135.8624
1619,Black Box,Get Down,electronic,194.834,386.16771
1620,Uran Myth Clu,Secret,alternative,129.607,82.33751
1621,Ryan Adams,Voices,classical,110.362,293.72036
1622,Britney Spears,Everytime,pop,85.324,208.8224
1623,Alastair Moock,Let It Go,electronic,110.326,285.04771
1624,Chanel,My Life,hip-hop,0.0,505.18159
1625,Diana Ross,In Your Arms,pop,131.994,247.06567
1626,Task Horizon,Guardian,alternative,86.62,359.83628
1627,Sunnysmack,Moviestar,rock,155.479,360.14975
1628,Elmer Bernstein,Home,folk,123.147,48.27383
1629,Jimmy Somerville,People Are Strange,alternative,213.428,337.24036
1630,Visage,Whispers,electronic,93.824,337.89342
1631,Squeeze,This Summer,rock,102.594,213.9424
1632,Generation X,Poison,rock,156.405,179.06893
1633,John Tesh,Joy To The World,pop,140.075,211.30404
1634,Helen Shapiro,Will You Love Me Tomorrow,rock,136.644,199.91465
1635,Torcuato Mariano,Wake Up,alternative,100.046,317.83138
1636,Macy Gray,When I See You,electronic,119.894,338.41587
1637,Agnostic Front,Nothing,pop,191.682,123.92444
1638,Deine Lakaien,Into My Arms,alternative,110.018,320.91383
1639,Benny Mardones,Touch,jazz,113.995,277.39383
1640,Dina Carroll,This Time,rock,107.657,226.42893
1641,Sol Invictus,No One,pop,128.09,273.44934
1642,Extra Virgin,Never Again,folk,132.924,287.11138
1643,Flatfoot 56,Warriors,jazz,105.013,131.39546
1644,The Alchemist,Shine,alternative,167.79,273.162
1645,Warrior King,Freedom,hip-hop,142.054,237.40036
1646,Ken Yokoyama,Do It Again,hip-hop,221.933,128.62649
1647,Chicane,Nothing,pop,124.004,249.46893
1648,New Model Army,Sleepwalking,electronic,103.536,178.12853
1649,The Zomies,Time of the Season,pop,117.113,189.85751
1650,Lazy Cowgirls,You,classical,183.961,153.57342
1651,Nick Cave & Warren Ellis,The Real Thing,rock,92.691,152.08444
1652,Lida Husik,Glorious,electronic,94.959,287.65995
1653,Rachael Calladine,I Believe,jazz,136.176,257.20118
1654,Geri X,Gone, Gone,91.984,131.76118
1655,Ania,Gangsta,hip-hop,150.091,227.5522
1656,Parade,Girl,alternative,89.993,217.73016
1657,Kid Loco,Love Is All Around,pop,120.055,232.04526
1658,The Whiles,Emily,rock,94.578,236.30322
1659,Angie Stone,Little Boy,pop,120.016,301.29587
1660,Llewellyn,White Light,blues,136.114,308.29669
1661,Little Egypt,Serious,hip-hop,99.926,239.72526
1662,Tila Tequila,Stripper Friends,pop,115.086,213.10649
1663,Mica Paris,Perfect,alternative,90.8,277.18485
1664,Pete Belasco,Crazy,alternative,143.705,311.58812
1665,Fiona,I Love You,electronic,166.582,227.57832
1666,Walt,Somewhere,folk,116.992,228.30975
1667,Halford,Drive,rock,138.002,271.59465
1668,Goloka,Afterglow,rock,115.035,193.93261
1669,Vanessa Daou,True,classical,131.264,78.36689
1670,Don Yute,911,hip-hop,99.072,295.1571
1671,M.A.N.D.Y. ,Body Language,hip-hop,126.988,617.66485
1672,Low Low Low La La La Love Love Love,Air,indie,95.855,164.80608
1673,Jake Holmes,The Wall,electronic,33.787,148.68853
1674,Lady GaGa,Poker Face,electronic,126.976,236.72118
1675,Sportsguitar,Youth,indie,160.618,221.72689
1676,Natalie Gauci,Apologize,rock,118.102,146.9122
1677,Sentenced,Wings,folk,122.01,267.17995
1678,Nina Simone,How Can I?,classical,84.441,123.402
1679,Mika Uraniak,Closer,indie,95.104,244.58404
1680,Disillusion,Gloria,jazz,134.715,370.85995
1681,Disowned,Enigma,rock,131.966,278.02077
1682,Margaret Becker,Crawl,hip-hop,114.025,185.36444
1683,Enigma,Incognito,pop,94.653,263.13098
1684,Annie Lennox,Pavement Cracks,rock,130.004,409.18159
1685,Chink Santana,Hold On,folk,150.009,292.77995
1686,Count Basie,Summertime,pop,87.836,160.62649
1687,Juliana Hatfield,Congratulations,rock,129.231,281.70404
1688,Will Young,Home,folk,150.073,382.1971
1689,DJ Nasty,My Girl,pop,130.0,222.11873
1690,The Scientist,Gunman,electronic,129.518,268.95628
1691,Lili Araujo,Roma,jazz,149.684,240.79628
1692,The Darling Buds,Spin,rock,119.197,161.48853
1693,Die Roten Rosen,Jingle Bells,electronic,81.779,189.12608
1694,Dolores ORiordan ,Linger,folk,90.468,298.63138
1695,Darin,Karma,pop,125.071,236.72118
1696,Hard-Ons,Ice Cream,electronic,130.326,135.33995
1697,David Fridlund,Untitled,alternative,0.0,12.22485
1698,Bullets And Octane,Sweet Dreams,folk,125.993,126.61506
1699,Slick,Miami,hip-hop,110.101,196.98893
1700,Seal,Lips Like Sugar,alternative,130.0,299.54567
1701,Shamen,Phorever People,alternative,125.021,293.22404
1702,Karrin Allyson,Guilty,alternative,81.699,335.5424
1703,Heavyweight Du Champion,Renegade,rock,94.658,109.19138
1704,Country Teasers,Blue Monday,alternative,132.732,269.26975
1705,Darkseed,Desire,electronic,120.065,100.17914
1706,Dave McCullen & Aston Coles,Upside Down,jazz,127.999,229.04118
1707,Yera Buena,Fire,hip-hop,113.354,269.322
1708,Paquito DRivera,Summertime,pop,138.829,421.58975
1709,Duffy,Oh Boy,pop,84.357,148.87138
1710,Delirious,Full Moon,alternative,127.407,487.99302
1711,Pressha,Shake It Down,pop,117.079,229.79873
1712,Chokeore,Dust,electronic,87.288,72.6722
1713,Hole,Retard Girl,rock,70.207,287.45098
1714,Ricki-Lee,Sunshine,hip-hop,169.035,182.33424
1715,Tift Merritt,Sunday,alternative,130.094,369.31873
1716,Johnny Clegg & Juluka,Mad Dog,rock,133.27,264.82893
1717,Eric Johnson,Desert Rose,classical,91.997,296.61995
1718,Outer Circle,Parasite,country,166.7,118.80444
1719,Chuy Jackson Big Band ,New York, New York,76.843,208.16934
1720,Erykah Badu,On & On,jazz,160.71,225.72363
1721,Cock Roin,Superhuman,hip-hop,84.984,276.74077
1722,Topmodelz,Take On Me,pop,142.009,347.11465
1723,Groove Coverage,You,classical,145.002,269.06077
1724,Cinephile,Wasted,electronic,144.005,432.92689
1725,Reead,Brother,electronic,124.987,383.63383
1726,The Flesh Eaters,Silver,alternative,126.727,258.87302
1727,Voices Of Masada,Walk Away,rock,115.055,259.91791
1728,Sheek,OK,rock,97.982,203.51955
1729,The Alum Leaf,Wherever I Go,rock,97.023,280.05832
1730,Whitecross,Without Your Love,rock,111.874,248.71138
1731,The String Trio of New York,Christmas Time Is Here,jazz,72.561,229.14567
1732,Mariah Carey,Touch My Body,pop,129.037,232.77669
1733,Eddie Cantor,Mandy,pop,74.847,165.22404
1734,Elysia,Take Me,electronic,144.027,191.97342
1735,Heidi Montag,Fanatic,rock,116.983,205.58322
1736,Donna The Buffalo,America,folk,176.64,282.8273
1737,Deep Forest,Forest Hymn,electronic,129.924,322.2722
1738,Me First And The Gimme Gimmes,Mother and Child Reunion,rock,192.024,130.82077
1739,Claes Rosen,Delirious,rock,126.935,275.30404
1740,Beyond The Emrace,Ashes,alternative,110.416,173.81832
1741,The Chi-Lites,Oh Girl,rock,144.565,180.87138
1742,Corvos,Lithium,alternative,123.0,169.82159
1743,Sheena Easton,Savoir Faire,alternative,118.81,190.6673
1744,Ric Ocasek,Come Alive,electronic,132.13,231.20934
1745,Moy,One Time We Lived,rock,120.228,229.45914
1746,Hallucinogen,Solstice,electronic,139.147,1061.19791
1747,Reks,Work,pop,94.373,241.73669
1748,Europe,In My Time,indie,69.224,375.30077
1749,Nucleus Roots,Dreams,alternative,62.43,209.55383
1750,Charlie Wilson,Magic,rock,153.882,215.09179
1751,Raised Fist,Another Day,electronic,139.629,203.85914
1752,Monolake,Static,rock,0.0,331.75465
1753,The Cranerries,Salvation,alternative,169.192,143.09832
1754,Marian McPartland ,Conversation,pop,199.722,203.02322
1755,Tu\xc3\x3,Walk With Me,country,91.089,219.19302
1756,Meat Beat Manifesto,Now,rock,138.845,319.26812
1757,Ty Taor,Ride,electronic,168.719,292.93669
1758,Eddie Silverton,Another Day,electronic,126.69,341.05424
1759,Dean Frazer,Any Day Now,rock,97.006,310.49098
1760,Josh Martinez,Rainy Day,pop,173.229,304.92689
1761,Bee And Cece Winans,Joy To The World,pop,111.783,289.20118
1762,Lucina,No Worries,electronic,180.006,180.74077
1763,Feeder,Bullet,electronic,150.246,173.11302
1764,Joe Louis Walker,Sugar,electronic,167.064,381.23057
1765,Fannypack,Do It to It,hip-hop,90.034,190.98077
1766,The dBs,Rendezvous,electronic,135.76,189.30893
1767,Goodron,Thank You,rock,94.028,206.70649
1768,Legion of Parasites,Control,pop,115.535,91.97669
1769,Julie Andrews,Show Me,hip-hop,109.279,131.05587
1770,Deitrick Haddon,Happy,electronic,139.532,301.37424
1771,Fleetwood Mac,Coming Home,classical,92.54,161.25342
1772,Amanda,Human Behaviour,pop,112.156,157.04771
1773,C\xc3\xa9line Dion,Alone,rock,88.048,204.2771
1774,Joe Satriani,Searching,rock,157.249,607.50322
1775,Gamafreaks Feat. Nicole,Freedom,hip-hop,85.33,359.33995
1776,Section 5,Loser,folk,168.274,180.61016
1777,Kashief Lindo,Just My Imagination,alternative,91.957,208.66567
1778,Nadia Ali,Be Mine,alternative,220.007,227.21261
1779,Soulive,Yeah Yeah,electronic,104.07,264.41098
1780,Mind.In.A.Box,Escape,pop,160.222,417.35791
1781,Kenoi,Underground,indie,141.947,407.92771
1782,The Suways,Take Me Away,alternative,139.254,226.58567
1783,Juni J\xc3\xa4rvi,In My Arms,electronic,134.012,213.68118
1784,Homelife,Try Again,rock,129.966,152.65914
1785,4 Strings,Take Me Away,alternative,145.02,437.57669
1786,David Archuleta,Running,electronic,89.991,215.50975
1787,Tyree,Love,folk,123.005,484.10077
1788,DJ Manian,Lovesong,alternative,137.853,217.5473
1789,Mariano Yanani,Is This Love,pop,121.768,187.71546
1790,Atomic Kitten,Locomotion,alternative,129.101,214.93506
1791,Archie Shepp Quartet,The Good Life,rock,67.793,587.44118
1792,Sisqo,Last Night,hip-hop,116.102,225.802
1793,Joey Tempest,Magnificent,electronic,149.52,140.64281
1794,DJ Laz,Interlude,rock,94.14,44.90404
1795,Rod Piazza,Sugar,electronic,144.874,218.40934
1796,Bitch Alert,I Love You,electronic,137.954,126.95465
1797,Oliver Mtukudzi,Wake Up,alternative,85.138,371.51302
1798,Anthony Hamilton,The Truth,hip-hop,99.106,275.87873
1799,The Oppressed,Leave Me Alone,rock,167.025,170.86649
1800,Lone Justice,Beacon,electronic,101.633,260.5971
1801,The Partridge Family,Last Night,hip-hop,127.221,162.79465
1802,The Mystic Moods Orchestra,Sayonara,folk,90.107,194.97751
1803,Davenport,Let Go,electronic,123.111,159.45098
1804,Metermaids,Fingertips,pop,100.031,180.53179
1805,Steve Vai,The Riddle,electronic,151.312,384.93995
1806,Something Corporate,Down,alternative,121.654,214.54322
1807,Suzi Quatro,Empty Rooms,rock,127.548,228.20526
1808,Martin Jondo,Raindrops,alternative,182.0,194.21995
1809,Pursuit Of Happiness,The One Thing,rock,135.97,178.36363
1810,Wolfmare,Shine,alternative,140.242,338.72934
1811,ColdWorld,Shame,alternative,124.152,65.74975
1812,Young Dru,Everyday,jazz,132.248,321.59302
1813,Fireflight,Action,hip-hop,157.853,188.00281
1814,Jimi Hendrix,The Star Spangled Banner,pop,122.968,42.97098
1815,Lauren Mason,The Boss,jazz,191.923,318.87628
1816,Trin-I-Tee 5:7,Joy To The World,pop,110.08,185.93914
1817,Tunsi,Pretend,pop,76.974,232.22812
1818,Freda Payne,Come Back,electronic,91.782,171.07546
1819,Dennis Day,Mona Lisa,electronic,79.341,194.79465
1820,UNKLE Feat. Josh Homme,Restless,alternative,113.572,305.97179
1821,Kati Mac,Slow Down,rock,142.45,193.2273
1822,Ice Mc,Angel,electronic,105.0,240.19546
1823,Boy Helms,Jingle Bells,electronic,78.266,145.10975
1824,Samantha Muma,Lately,jazz,135.284,307.53914
1825,Mystery Machine,Underground,indie,179.252,276.40118
1826,DJ Dextro,Animal,rock,127.983,562.46812
1827,Paul Butterfield,Changes,rock,127.466,341.60281
1828,Henry Kaiser,Untitled,alternative,69.466,493.92281
1829,Michal Uraniak,The Other Side,alternative,172.275,514.24608
1830,Chris Brown,Fireworks,indie,153.047,39.99302
1831,Der Blutharsch,Untitled,alternative,80.189,175.5424
1832,Marcus Miller,Come Together,electronic,94.681,329.7171
1833,David Murray,Amazing,hip-hop,142.965,343.35302
1834,Oasis,Roll With It,rock,132.122,283.61098
1835,Don McLean,Love Hurts,folk,128.367,187.29751
1836,Slaid Cleaves,Bring It On,alternative,136.07,251.34975
1837,Sheryl Crow,Everyday Is A Winding Road,folk,113.138,256.80934
1838,Inspectah Deck,This Is It,pop,83.251,191.76444
1839,Tera,Awakening,folk,108.003,338.49424
1840,The Sonics,The Witch,rock,160.295,161.85424
1841,Hugo Strasser Und Sein Tanzorchester,I Swear,hip-hop,87.97,248.52853
1842,The Zutons,Confusion,alternative,99.905,211.25179
1843,Thrushes,Wake Up,alternative,124.948,212.53179
1844,Kirk Franklin,Better,electronic,110.99,240.77016
1845,Gwen Stefani,The Real Thing,rock,119.981,215.58812
1846,Stretch Arm Strong,Reach Out,rock,199.037,175.85587
1847,Rasmus Faer,Where We Belong,rock,64.34,319.32036
1848,Xavier Naidoo,Eigentlich gut,pop,180.661,259.76118
1849,The Damned,Love Song,pop,137.845,141.89669
1850,Kelly Clarkson,Since U Been Gone,rock,130.99,311.61424
1851,John Tejada,Alone With You,rock,121.984,400.56118
1852,Tommy Roe,Dizzy,rock,105.405,173.76608
1853,LL Cool J ,Hush,jazz,131.955,214.62159
1854,Funeral For A Friend,Sunday Bloody Sunday,electronic,107.08,264.17587
1855,Wes Carr,Stay Awake,electronic,179.913,186.43546
1856,Kreidler,If,pop,109.156,132.49261
1857,The Eonys,I Believe,jazz,118.356,270.23628
1858,Pulic Enemy,Shut Em Down,hip-hop,92.792,259.49995
1859,Alison Brown,Shoot the Dog,rock,150.125,205.58322
1860,Alexander Popov,Metropolis,electronic,130.002,476.29016
1861,U2,Fire,hip-hop,158.744,211.722
1862,The Moonglows,Secret Love,country,68.648,170.97098
1863,Jars Of Clay,Two Hands, One Mouth,104.988,266.50077
1864,Eve,Everything,alternative,120.018,225.38404
1865,Electro Hippies,Escape,pop,115.641,58.72281
1866,Sturm und Drang,Forever,hip-hop,100.012,197.95546
1867,Andrew Bennett,Heaven Sent,jazz,130.99,651.4673
1868,Left Side Brain,Mastermind,hip-hop,161.918,219.01016
1869,Little Tony,Joanna,rock,185.668,230.00771
1870,Iggy Pop,Funtime,rock,67.146,174.57587
1871,Dera Killings,Love,folk,86.992,271.25506
1872,Brooklyn Funk Essential,Keep It Together,electronic,116.759,449.98485
1873,Astract Vision,Breathe,folk,136.006,517.0673
1874,Mariah Carey ,Up Out My Face,pop,146.965,263.31383
1875,Count Basic,Someday,indie,91.93,223.7122
1876,Apoptygma Berzerk,Eclipse,indie,132.985,404.87138
1877,Kindred the Family Soul,Far Away,indie,166.006,255.39873
1878,Jeff Danna_ Mychael Danna,America,folk,101.591,148.97587
1879,Jem,Save Me,alternative,92.959,213.05424
1880,Don Cornell,Hold My Hand,pop,73.688,164.72771
1881,Derrin Nauendorf,Let It Go,electronic,200.982,485.95546
1882,King Harvest,You and I,rock,114.185,166.42567
1883,Clare Teal,Love Hurts,folk,161.935,217.49506
1884,Ty Taor,The Truth,hip-hop,120.872,269.94893
1885,Die Bandreite,Throwing Stones,electronic,123.962,231.44444
1886,Jason Miles,Just the Two of Us,hip-hop,85.968,329.482
1887,Mica Paris,Interlude,rock,109.02,109.26975
1888,The Kalin Twins,When,electronic,93.27,143.15057
1889,El T\xc3\xado Calamres,XXL,rock,104.97,248.47628
1890,Tim Bowman,Walk With Me,country,109.988,277.10649
1891,Yo Majesty,Take It Away,folk,140.059,224.65261
1892,Fat & Frantic,I Wish,hip-hop,108.074,174.41914
1893,The Small Faces,The Journey,folk,105.511,250.69669
1894,Wrecking Crew,Stay Young,rock,195.928,124.3424
1895,The Ventures,Jingle Bells,electronic,103.533,124.00281
1896,Pilloxx,Time to Dance,electronic,134.283,191.84281
1897,Richard Thompson ,Together Again,pop,115.639,203.78077
1898,Longpigs,She Said,hip-hop,168.355,264.12363
1899,Bret Michaels,Fallen,pop,143.974,230.00771
1900,Carl Craig ,Interlude,rock,54.637,249.33832
1901,Eyedea & Ailities,Junk,electronic,114.584,162.69016
1902,Geggy Tah,Sweat,hip-hop,98.193,276.71465
1903,Chick Corea & Hiromi,Windows,jazz,110.682,465.05751
1904,Blink-182,Shut Up,pop,114.149,200.202
1905,Sulime,What I Got,rock,191.251,173.53098
1906,Bryan Adams,Tonight, Tonight,99.917,300.35546
1907,Goldie,Crystal Clear,electronic,110.675,413.67465
1908,OutKast,Ms. Jackson,hip-hop,95.117,292.64934
1909,Pale Forest,Spiral,classical,102.572,273.05751
1910,Olav Basoski,Leave Me Alone,rock,133.013,260.98893
1911,Uran Species,Listen,folk,96.193,386.95138
1912,Kevin Drew,Lucky Ones,rock,154.979,404.4273
1913,M\xc3\x6tley Cr\xc3\xce,Home Sweet Home,country,153.913,177.31873
1914,P J Proy,Heroes,pop,107.832,370.80771
1915,Jim Rivers,7 Days,pop,124.023,530.72934
1916,Tora Tora,Love and War,country,151.542,217.5473
1917,Buddy Holly,Because I Love You,electronic,118.389,160.20853
1918,TasteXperience,Blue,blues,124.049,323.3171
1919,The Pointer Sisters,I Need You,rock,105.601,242.12853
1920,Twinkle Twinkle Little Rock Star,Waiting In Vain,rock,88.001,236.35546
1921,Slick Ballinger,Slow Down,rock,89.47,400.16934
1922,Thee Butchers Orchestra,Right Now,electronic,91.641,174.36689
1923,Black Flag,Revenge,alternative,225.875,130.82077
1924,The Lords,Michael,rock,132.202,386.71628
1925,10cc,Dreadlock Holiday,rock,104.314,267.98975
1926,Normand Coreil,Be Careful,hip-hop,167.676,66.40281
1927,Hootie And The Blowfish,Fine Line,folk,123.898,212.40118
1928,Mercury City,Crazy,alternative,110.511,322.66404
1929,Staing Westward,Control,pop,110.192,219.84608
1930,Kate Havnevik,Winter Wonderland,electronic,105.246,160.07791
1931,Switchlade Symphony,Rain,electronic,120.002,278.67383
1932,Sasha,Love Is All Around,pop,85.24,298.78812
1933,Spiritualized,Come Together,electronic,87.473,415.81669
1934,Tommy Dorsey,Body and Soul,pop,56.961,196.12689
1935,Gonzalo Rualcaa,This Is It,pop,140.735,748.042
1936,Kurt Carr & The Kurt Carr Singers,Grateful,pop,105.61,392.25424
1937,Joe,Relax,pop,130.047,225.59302
1938,Wilert Harrison,Blue Monday,alternative,100.214,195.91791
1939,MORS PRINCIPIUM EST,Pressure,classical,140.15,375.97995
1940,Maria Forde,Running,electronic,201.994,152.86812
1941,Beer & Tamra,Breakdown,pop,82.496,378.14812
