ID, Artist, Song, Genre, Tempo, Duration
1465,Alicia Keys,Wait Til You See My Smile,pop,119.959,240.22159
1466,Oie Trice ,Love Me,pop,74.642,270.73261
1467,Verka,Dancing,electronic,144.09,182.38649
1468,KJ Sawka,Get It On,blues,120.004,408.11057
1469,The Sutherland Brothers,Real Love,electronic,126.466,299.2322
1470,Chef & J7,Hold On,folk,88.58,227.68281
1471,Gina X Performance,Black Sheep,rock,130.714,229.8771
1472,Throwing Muses,Stand Up,alternative,109.689,176.19546
1473,CRAIG ARMSTRONG FEATURING STEVEN LINDSAY,Let It Be Love,pop,112.887,229.85098
1474,Oliver Koletzki feat. Fran,Hypnotized,electronic,116.133,390.66077
1475,Eric Bi,For You,jazz,136.337,289.56689
1476,The Dirtall,This One,folk,101.918,191.7122
1477,Iggy & The Stooges,Penetration,electronic,137.452,217.93914
1478,Jamelia,Life,pop,166.995,285.83138
1479,La Roux,Quicksand,rock,91.305,200.80281
1480,Altered Images,See You Later, Alligator / The Paper Boy (On Main Street,141.533,197.27628
1481,Ginny Owens,Long Way Home,electronic,120.168,256.39138
1482,Black Reel Motorcycle Clu,Suddenly,pop,112.674,296.51546
1483,Buraka Som Sistema,Restless,alternative,129.968,271.04608
1484,Nine Inch Nails,Sin,rock,85.599,242.96444
1485,Twiggy Frostite,All I Need,pop,163.753,193.27955
1486,Cell Block 5 ,I Like It,electronic,168.772,104.6722
1487,M\xc3\xa5ns Zelmerl\xc3\x6w,The Prayer,rock,161.987,254.06649
1488,Brian Littrell,Wish,rock,98.937,236.45995
1489,King Co Steelie,Technique,electronic,0.0,500.1922
1490,Lemongrass feat. Karen Gison Roc,Alone,rock,90.112,309.18485
1491,Morning State,Spectacular,rock,140.223,225.38404
1492,David Arkenstone,First Kiss,country,73.162,205.11302
1493,On Trial,Everything,alternative,124.155,198.16444
1494,Ram Trilogy,Reflection,rock,86.366,311.37914
1495,Superlux,Thunderstruck,electronic,137.967,278.30812
1496,Snow Patrol,In My Arms,electronic,84.595,276.68853
1497,Buckshot LeFonque,Another Day,electronic,93.986,213.9424
1498,Eri Esitt\xc3\xa4ji\xc3\xa4,Dawn,electronic,91.928,158.58893
1499,Rocko,Karma,pop,145.984,282.3571
1500,Marcy Playground,America,folk,133.942,226.29832
1501,Sunscreem,Perfect Motion,electronic,125.055,590.15791
1502,Erasure,Precious,rock,112.032,211.64363
1503,Luna City Express,Higher,hip-hop,125.695,338.05016
1504,Grandpa Jones,All American Boy,rock,177.752,159.60771
1505,Travis,Safe,hip-hop,161.623,263.31383
1506,Jackie Moore,One More Night,jazz,88.546,246.7522
1507,Bruce Dickinson,Fire,hip-hop,145.515,268.77342
1508,Kevin Koell,The Christmas Song,rock,119.397,274.07628
1509,Brother,She Said,hip-hop,114.677,360.82893
1510,Miguel Migs,The One,alternative,104.988,284.60363
1511,Bloc Party,One More Chance,rock,127.154,166.26893
1512,The Matches,If I Were You,folk,217.877,164.54485
1513,Joana Zimmer,I Believe,jazz,132.406,234.29179
1514,SECRET SPHERE,Rain,electronic,165.066,326.47791
1515,Aimee Mann,Video,folk,134.074,215.7971
1516,The Smashing Pumpkins,Real Love,electronic,152.999,249.62567
1517,XYZ,Inside Out,electronic,88.153,249.62567
1518,Masterplan,Masterplan,blues,100.07,303.25506
1519,Recoil,Supreme,rock,152.824,412.02893
1520,The Love Supreme,Boy, Boy,154.648,249.80853
1521,Gualerto Castro,Maria,electronic,160.041,179.09506
1522,Sick Of It All,Sanctuary,electronic,196.327,109.00853
1523,Heavenly,Smile,jazz,69.965,234.60526
1524,Michael Penn,Brave New World,rock,97.414,271.04608
1525,Dougal & Gammer feat. Jenna,When I Close My Eyes,pop,145.036,359.52281
1526,Gang Of Four,Is It Love,alternative,117.0,273.99791
1527,New Generation Superstars,Come Over,electronic,85.767,158.51057
1528,The Broken Keys,The Witch,rock,91.892,204.79955
1529,Michael Gray,The Weekend,country,126.939,529.6322
1530,Admiral Bailey,Butterfly,rock,68.004,235.93751
1531,Roin Fox,Wonderland,rock,140.021,515.65669
1532,Xavier Rudd,Black Water,electronic,169.898,211.80036
1533,Mary Black,Sweet Love,hip-hop,42.75,310.20363
1534,Future Prophecy,Vertigo,electronic,151.061,497.8673
1535,Alex Lloyd,Snow,alternative,115.011,224.57424
1536,Katya Chorover,Radio Song,rock,143.392,285.64853
1537,P!nk,U + Ur Hand,pop,141.014,214.38649
1538,Roy Buchanan,Hey Joe,rock,119.089,329.66485
1539,La Mosca Tse-Tse,Cha Cha Cha,hip-hop,137.697,191.32036
1540,Natalia Lesz,Crush,electronic,110.136,238.13179
1541,Swiss,Cry,electronic,120.423,221.6224
1542,Bo Bice,Only Words,electronic,125.873,245.65506
1543,The Applejacks,Tell Me When,electronic,162.639,141.81832
1544,Leon Ware,Soon,electronic,124.149,261.11955
1545,Cypress Hill,Latin Lingo,hip-hop,182.749,239.22893
1546,Eastmountainsouth,Hard Times,electronic,125.986,225.61914
1547,Melody Clu,Colours,electronic,138.022,211.04281
1548,Stargard,Take Me Back,hip-hop,127.786,280.08444
1549,Joy Askew,Little Darling,rock,123.634,228.25751
1550,Wax Poetic,Life,pop,120.034,318.30159
1551,VAST,Free,alternative,180.326,187.19302
1552,Inimigos Da HP,Bye Bye,pop,193.517,194.82077
1553,Bill Blacks Como,Swing Low Sweet Chariot,folk,130.93,138.10893
1554,Tinchy Stryder ,Never Leave You,hip-hop,153.322,143.46404
1555,Cary Hudson,Butterfly,rock,149.37,344.39791
1556,Keane,Spiralling,rock,111.991,258.63791
1557,Steven Seagal,The Light,alternative,85.13,295.44444
1558,Saga,Thank You,rock,74.811,243.61751
1559,Dissolve,Sunshine,hip-hop,100.545,399.46404
1560,Wilert Harrison,Blue Monday,alternative,102.306,173.53098
1561,Joni Mitchell,Shine,alternative,85.122,448.23465
1562,Tenth Avenue North,Satisfy,electronic,153.984,230.55628
1563,W&W,Dome,electronic,90.67,343.84934
1564,Whiteroom,Someday,indie,140.034,489.19465
1565,Carl Smith,Hey Joe,rock,110.076,151.24853
1566,Atmosphere,Los Angeles,rock,162.14,134.3473
1567,Current,Paradise,electronic,167.982,388.72771
1568,The Verve,This Is Music,rock,141.216,215.90159
1569,Tishamingo,This Time,rock,132.015,322.11546
1570,Carl Smith,Hey Joe,rock,124.648,136.04526
1571,Everything But The Girl,Take Me,electronic,99.981,248.21506
1572,The Morning After Girls,Fireworks,indie,128.454,152.76363
1573,Go Hiyama,Domino,pop,135.032,284.39465
1574,Julie Andrews;Franz Allers,Without You,rock,149.027,124.1073
1575,Mz Bratt,I Like You,electronic,106.494,208.48281
1576,Oasis,Go Let It Out,rock,168.037,281.62567
1577,Primal Scream,Swastika Eyes,rock,133.729,232.46322
1578,Wilert Harrison,Kansas City,electronic,117.628,143.25506
1579,Jakalope,Come On,folk,130.121,206.39302
1580,Stray Cats,Oh Boy,pop,153.494,195.49995
1581,Leventina,Gravity,rock,128.001,446.69342
1582,The Brain,Rust,alternative,90.97,186.33098
1583,Jackson 5,I Want You Back,pop,195.961,275.30404
1584,Brian McKnight,Stay,classical,117.842,263.54893
1585,Sonny Rollins,You,classical,154.504,254.27546
1586,Gregory Isaacs,Down the Line,indie,138.039,219.402
1587,Nick Lachey,Open Your Eyes,rock,84.631,253.67465
1588,Carole King,So Far Away,rock,71.854,235.44118
1589,Bells,Father Figure,rock,130.013,443.97669
1590,Raintime,Beat It,hip-hop,152.017,223.60771
1591,Suncatcher,Epic,rock,135.092,476.36853
1592,Mariano Yanani,Why Should I Cry For You,classical,80.008,180.71465
1593,Loop Guru,Climax,electronic,95.321,521.9522
1594,Newsoys,Go,rock,109.993,171.83302
1595,The Or,Secrets,folk,113.943,332.19873
1596,Scard Sanity,Brand New Day,classical,94.923,236.56444
1597,So Called Plan,Zero,alternative,91.065,184.52853
1598,Carolyn Arends,Happy,electronic,97.958,231.36608
1599,Kirk Whalum,The Promise,rock,143.751,363.57179
1600,\xc3\x81ngeles del Infierno,Rocker,rock,189.639,175.0722
1601,Hurricane Chris featuring Beenie Man,No Worries,electronic,141.85,244.89751
1602,Aaron Neville,Wildflower,folk,131.175,279.74485
1603,French Horn Reellion,Up All Night,alternative,92.692,299.49342
1604,Alek Stark,We Love You,alternative,129.009,456.22812
1605,Brian Tyler_ Klaus Badelt,John, I’m Only Dancing,94.655,91.76771
1606,Groove Coverage,Moonlight Shadow,classical,88.019,228.85832
1607,Moy,Mistake,classical,130.035,472.00608
1608,Styles P & The Evil Genius DJ Green Lantern,Shadows,electronic,167.873,235.04934
1609,Kev Brown_ Critically Acclaimed,Wallflower,blues,90.084,263.91465
1610,Kleerup,Misery,rock,147.996,238.23628
1611,The Rasperries,Ecstasy,electronic,130.832,217.02485
1612,Eddy Meets Yannah,Follow Me,rock,79.998,359.1571
1613,Buju Banton,Destiny,rock,134.941,239.0722
1614,Helen Love,Calm Down Dad,indie,205.016,143.15057
1615,Nelly ,Dilemma,hip-hop,167.983,355.91791
1616,Alison Krauss ,Borderline,electronic,109.134,205.63546
1617,Rufus Featuring Chaka Khan,Stay,classical,94.985,342.09914
1618,P!nk,U + Ur Hand,pop,141.011,213.55057
1619,Oceanic,Insanity,electronic,129.912,358.03383
1620,Fafa Monteco,Good Times,rock,129.895,285.75302
1621,Kyuss,Shine,alternative,52.749,355.94404
1622,Blue Girl,Show Me,hip-hop,124.022,345.96526
1623,Alicia Keys,I Need You,rock,93.002,309.81179
1624,Dannii Minogue And The Soul Seekerz,Perfection,pop,129.988,446.6673
1625,Hector Zazou,Cocoon,pop,172.269,296.56771
1626,Sidsel Endresen & Bugge Wesseltoft,Singles,pop,67.644,363.62404
1627,Dan Bryk,I Miss You,alternative,120.153,287.81669
1628,Oasis,Roll With It,rock,126.811,239.80363
1629,Chroma Key,Salvation,alternative,120.091,160.31302
1630,Anna Areu,Shame,alternative,143.864,205.45261
1631,Mykill Miers,Listen,folk,91.16,236.5122
1632,Damien Dempsey,Hold Me,blues,92.536,284.83873
1633,Saga,The One,alternative,123.019,255.97342
1634,Thad Cockrell and Roman Candle,Christmas Time Is Here,jazz,92.87,200.04526
1635,Roin Thicke ,Diamonds,electronic,104.067,246.17751
1636,Blackfield,Thank You,rock,89.362,297.03791
1637,Namnamulu,Alone,rock,129.992,364.59057
1638,Nomer 5s,Anytime,pop,192.023,57.49506
1639,Marco Van Bassken,The Riddle,electronic,141.996,337.50159
1640,Luther Allison,Mistake,classical,172.631,304.84853
1641,Uran Myth Clu,Breathe,folk,148.018,359.96689
1642,Heatwave,Always And Forever,pop,154.578,216.86812
1643,Steed Lord,You,classical,248.116,435.22567
1644,Clovis,Guardian Angel,electronic,138.006,174.94159
1645,Spirits Burning & Bridget Wishart,Always,alternative,134.993,311.7971
1646,Wet Wet Wet,Love Is All Around,pop,84.084,246.38649
1647,The Unsacred Hearts,Plug Me In,rock,149.103,117.52444
1648,Joe Lynn Turner,Knock Knock,indie,161.063,231.1571
1649,Billy Miles,Runaway,folk,90.971,211.06893
1650,Supreme Love Gods,Temptation,alternative,151.952,271.56853
1651,Jimmy Needham,Come Around,folk,98.541,206.70649
1652,Groove Armada,Take Me Home,pop,108.996,226.32444
1653,Earth_ Wind & Fire,Power,hip-hop,120.943,491.85914
1654,Treponem Pal,Renegade,rock,90.992,196.49261
1655,the ird and the ee,La La La,pop,119.963,198.63465
1656,Amy Winehouse,Valerie,hip-hop,96.224,229.85098
1657,Miles Davis,What It Is,folk,149.974,272.06485
1658,Blondie,Atomic,indie,136.457,229.51138
1659,Thea Gilmore,Sugar,electronic,167.961,219.01016
1660,Ali ,Beast,pop,94.912,222.06649
1661,The Cinematic Orchestra,Dawn,electronic,117.623,240.90077
1662,San Serac,Friends,alternative,98.567,301.66159
1663,Nova Express,Walk Away,rock,179.543,241.6322
1664,Rod Stewart,Everything I Own,rock,81.573,186.09587
1665,George Lukin,What I Got,rock,127.964,538.87955
1666,Flywheel,Electricity,alternative,140.951,177.31873
1667,Pete Murray,My Time,pop,87.048,250.43546
1668,Bon Jovi,Wildflower,folk,93.044,253.83138
1669,KMD,Change Your Mind,country,119.961,239.12444
1670,Nana Mouskouri,Only You,alternative,137.476,175.12444
1671,The Oak Ridge Boys,Winter Wonderland,electronic,106.025,144.84853
1672,East West,Breathe,folk,83.332,167.65342
1673,The Black Halos,Broken,rock,174.686,279.66649
1674,Pip Skid,Secrets,folk,95.346,201.45587
1675,Tommy Bolin,Lotus,rock,123.533,260.12689
1676,Andre Crom,Warp,electronic,126.971,400.8224
1677,FreQ Nasty,Fresh,electronic,88.66,205.53098
1678,General Degree,Last Night,hip-hop,92.908,213.68118
1679,Machito,Conversation,pop,129.04,184.31955
1680,Yellowman,That Girl,pop,96.13,229.98159
1681,Adalerto \xc3\x81lvarez,Mientes,rock,195.527,299.54567
1682,Paul Avgerinos,In My Heart,alternative,85.558,338.96444
1683,Dan Israel,This World,rock,114.207,218.33098
1684,Ronan Keating,I Hope You Dance,pop,159.671,213.99465
1685,Team Arliss featuring Sheek Louch,Bang Bang,hip-hop,107.709,229.85098
1686,The Whitest Boy Alive,Gravity,rock,85.801,228.20526
1687,Mark-Henning,Miss America,hip-hop,127.968,348.47302
1688,The Muckrakers,Gravity,rock,116.953,216.92036
1689,Airlock,Awakening,folk,85.973,250.04363
1690,Malene Mortensen,Silent Night,alternative,127.938,261.40689
1691,Julian Lennon,Lonely,pop,153.82,234.9971
1692,Dog Eat Dog,All Night,electronic,102.559,205.29587
1693,Cloudsteppers,The Real Thing,rock,120.09,225.59302
1694,Memers Of Mayday,Forward Ever Backward Never,electronic,145.031,241.6322
1695,Girlschool,Tiger Feet,pop,203.158,271.28118
1696,Coolio Da Unda Dogg,Do Or Die,electronic,160.018,240.22159
1697,Mariah Carey,Someday,indie,111.755,236.5122
1698,Electrostatic,Today,electronic,130.023,285.88363
1699,Steve Hackett,Give It Away,alternative,135.005,245.91628
1700,Alice Stuart,Bad Girl,electronic,111.214,189.93587
1701,The Watson Twins,Just Like Heaven,alternative,115.678,256.522
1702,JJ72,Coming Home,classical,106.048,188.05506
1703,James Galway,I Will Always Love You,pop,135.509,201.16853
1704,Ella Fitzgerald,Manhattan,electronic,164.699,169.79546
1705,DCX,Hold Me,blues,135.045,193.72363
1706,Ro Zomie,Ride,electronic,94.641,212.13995
1707,Kate Nash,Foundations,pop,112.689,224.7571
1708,Sweet Coffee,Alone,rock,130.017,292.44036
1709,Alexia,Happy,electronic,123.052,194.35057
1710,Boo Boo Davis,Hard Times,electronic,143.879,298.73587
1711,Mightyfools,Let Me,country,127.872,300.09424
1712,King Midas,Fire,hip-hop,108.95,138.55302
1713,The Cure,Primary,alternative,165.303,209.60608
1714,The Partisans,Keep On,alternative,160.883,243.35628
1715,Junkie XL,Today,electronic,128.006,467.43465
1716,Pryda,Animal,rock,125.988,371.25179
1717,July Skies,The Night Sky,rock,104.293,111.3073
1718,Men Of Standard,Always There,pop,160.056,290.11546
1719,Teo Mammucari,Woman,folk,122.952,179.722
1720,Puffall,Barracuda,rock,217.456,109.00853
1721,Fat & Frantic,Take Me Home,pop,150.324,135.1571
1722,Avalon,Overjoyed,rock,104.982,243.56526
1723,Sleepy Sun,New Age,pop,128.46,439.37914
1724,12 Stones,My Life,hip-hop,159.942,184.45016
1725,Oingo Boingo,We Close Our Eyes,pop,148.304,209.05751
1726,Sade,Paradise,electronic,80.292,271.98649
1727,Commit Suicide,Hollow,pop,96.035,181.28934
1728,Red Bennies,Still Waiting,rock,112.906,279.64036
1729,Whiteroom feat. Amy Cooper,Someday,indie,135.028,319.79057
1730,Anthony Cruz,Missing You,rock,161.899,217.75628
1731,Brad Mehldau,From This Moment On,rock,72.525,284.60363
1732,Anthony Hamilton featuring David Banner,Cool,rock,141.77,255.81669
1733,Daniel Lanois,Fire,hip-hop,81.175,219.03628
1734,Lita Ford,Everything,alternative,105.044,215.7971
1735,Enya,Exile,folk,70.04,259.86567
1736,Diary of Dreams,She,folk,125.054,274.52036
1737,Numer 9,All I Need,pop,99.951,174.28853
1738,Diamond Rexx,Fire,hip-hop,103.14,181.39383
1739,Butthole Surfers,Tongue,rock,122.47,126.64118
1740,Heart,Magic Man,rock,102.204,338.72934
1741,Project Jenny_ Project Jan,Pictures,electronic,114.97,78.96771
1742,Montrose,Down,alternative,85.493,197.51138
1743,Westlife,In This Life,electronic,127.707,248.34567
1744,H-Blockx,Bring It On,alternative,85.006,185.41669
1745,Future Leaders of the World,Spotlight,electronic,120.638,249.67791
1746,Trevor Loveys,You and Me,alternative,187.891,267.15383
1747,Boina,Slow,electronic,139.991,455.96689
1748,33Miles,Apologize,rock,79.491,258.5073
1749,Tom Pulse,Turn Me On,folk,130.054,382.06649
1750,Animal Kingdom,Bright Lights,rock,61.883,235.20608
1751,Stefano Prada,Forever Young,folk,127.995,340.47955
1752,Daphne,Change,alternative,121.922,370.9122
1753,Eurogliders,Listen,folk,141.074,208.32608
1754,Rivera Rotation,Float On,indie,189.99,290.06322
1755,Patrick Alavi,Power,hip-hop,123.96,382.85016
1756,Diomay,Bang Bang,hip-hop,95.686,185.39057
1757,Keali I Reichel,I Will Be Here,rock,109.049,237.40036
1758,FourPlay String Quartet,Grace,rock,207.898,302.18404
1759,Bashy,Leave Me Alone,rock,115.64,99.89179
1760,The Big Screen,California,rock,108.848,189.51791
1761,Jr. Walker & The All Stars,Shotgun,electronic,110.844,251.42812
1762,Zera,Red,electronic,90.07,205.11302
1763,Look-See Proof,Start Again,alternative,167.708,152.05832
1764,Wayne Hancock,Misery,rock,87.839,151.11791
1765,The Ropers,Home,folk,114.503,240.74404
1766,T-Bone,Ride Wit Me,hip-hop,96.007,234.16118
1767,Kirk Franklin with toyMac & Sonny (of P.O.D.),Let It Go,electronic,153.819,299.85914
1768,Logistics,Spotlight,electronic,115.986,338.99057
1769,Aa,So Long,blues,158.935,188.05506
1770,Vomito Negro,Mongoloid,electronic,71.409,264.64608
1771,Movado,Dreaming,alternative,184.012,182.07302
1772,Peles,Girlfriend,pop,119.13,344.58077
1773,Kojak,The Truth,hip-hop,166.036,268.22485
1774,Nine Inch Nails,The Hand That Feeds,rock,127.976,466.41587
1775,The Regime,Here We Come,pop,73.784,261.92934
1776,Courn,Closer,indie,97.011,153.52118
1777,Aelian,In My Heart,alternative,125.583,419.49995
1778,Kenny G Featuring Brian McKnight,Careless Whisper,rock,149.979,232.25424
1779,Southern Gentlemen,End of the World,electronic,154.916,342.90893
1780,Pugslee Atomz,Purgatory,rock,165.146,113.18812
1781,Deadmau5,I Forget,electronic,82.337,160.73098
1782,Ryan Adams,Two,electronic,152.953,158.27546
1783,Bescenta,Why,rock,76.014,231.91465
1784,Melissa Manchester,Caravan,indie,147.553,217.0771
1785,Marco V,Chemicals,electronic,128.019,352.49587
1786,Natasha Bedingfield,These Words,pop,97.325,377.25995
1787,Dexter Romweer,Come Back,electronic,196.635,119.84934
1788,Billie The Vision & The Dancers,I Miss You,alternative,117.906,201.76934
1789,Tiffany,Together Again,pop,135.433,236.2771
1790,The Datsuns,So Long,blues,180.199,127.4771
1791,Patti Smith Group,Wave,folk,76.814,284.21179
1792,Sia,Where I Belong,pop,193.03,283.21914
1793,Mike Rep and the Quotas,Windows,jazz,91.313,217.86077
1794,Keane,Perfect Symmetry,rock,115.235,238.23628
1795,The Holloways,Listen,folk,121.649,216.00608
1796,Maddox Brothers and Rose,Jingle Bells,electronic,99.6,145.162
1797,Jim Chappell,First Kiss,country,88.479,241.8673
1798,White Lion,Wait,folk,112.62,450.55955
1799,The Game ,My Life,hip-hop,98.556,320.86159
1800,Dala,Alive,alternative,121.967,240.27383
1801,The Breeders,Glorious,electronic,66.962,204.43383
1802,The Warren Brothers,Change,alternative,131.883,172.17261
1803,Andy Tau,Home,folk,127.976,487.52281
1804,Oldelaf et Monsieur D,Ouragan,pop,116.714,540.47302
1805,Prince Po,Hello,jazz,185.947,136.202
1806,Casual,Let Me,country,83.979,270.78485
1807,Bikini Machine,The Race,electronic,109.402,280.76363
1808,Blue Octoer,Blue Skies,jazz,116.896,223.29424
1809,Hinder,Thunderstruck,electronic,134.081,292.62322
1810,Madeleine Peyroux,Smile,jazz,65.184,237.7922
1811,The Dykeenies,Stitches,pop,143.739,223.55546
1812,Signal Hill Transmission,Borrowed Time,folk,129.613,207.62077
1813,The hearteat of Krakow,Lately,jazz,112.023,201.74322
1814,The Exciters,Tell Him,pop,89.342,142.21016
1815,Orchestral Manoeuvres In The Dark,Enola Gay,alternative,143.14,212.50567
1816,Sandi Thom,Bleeding Love,pop,96.171,261.72036
1817,Beo Norman,Sunday,alternative,90.191,219.45424
1818,Boie Gentry,Reunion,electronic,99.777,156.21179
1819,Supergrass,Diamond Hoo Ha Man,rock,148.441,205.40036
1820,Third Day,Anything,pop,88.119,258.37669
1821,Miss Money,Best Friend,hip-hop,140.017,212.63628
1822,Love,Walk On,electronic,92.501,192.522
1823,Gal Costa,Wave,folk,123.871,230.47791
1824,Carroll Thompson,Change,alternative,127.506,188.15955
1825,Alfonzo Blackwell,I Miss You,alternative,107.973,194.82077
1826,Vangelis,Twilight,rock,163.789,297.66485
1827,Echo And The Bunnymen,The Killing Moon,alternative,122.337,311.11791
1828,Johnny Pearson,Purple Haze,rock,113.761,153.70404
1829,Aa,So Long,blues,158.999,185.25995
1830,Elkland,I Need You Tonight,hip-hop,140.969,162.40281
1831,Misconduct,Today,electronic,152.599,96.88771
1832,Aesthetic Perfection,Human,alternative,103.929,56.0322
1833,Zolar-X,Mirrors,pop,144.6,224.93995
1834,The Watchmen,Say Something,rock,185.245,308.63628
1835,Boney M.,Sunny,rock,120.135,257.17506
1836,Lemongrass,Voyager,electronic,130.329,382.95465
1837,Mystic Rhythms Band,Eden,pop,122.875,453.66812
1838,Lady GaGa,Bad Romance,electronic,119.006,294.47791
1839,Gerald Veasley,Love Letter,alternative,76.693,251.21914
1840,Rachael Sage,Look, Here Come the Wormies / S.S. Social Service,130.969,270.70649
1841,Brasilian Tropical Orchestra,Yesterday,folk,159.848,160.31302
1842,Max Sedgley,Happy,electronic,108.583,541.67465
1843,Donald Byrd,Think Twice,electronic,216.24,372.1922
1844,Stephen Dale Petit,Pure,classical,105.754,176.48281
1845,Blufeld,Glow,pop,124.983,387.34322
1846,Mark Whitfield,Come Together,electronic,195.506,291.13424
1847,Red Flag 77,Paranoia,rock,193.919,175.98649
1848,Blue Sky Black Death,The Ocean,electronic,97.406,219.24526
1849,Barara Mason,Work It Out,rock,85.169,204.32934
1850,Susan Ashton,Let Me Go,pop,84.837,210.25914
1851,The Ropers,Take Your Time,electronic,111.011,166.86975
1852,Chromeo,Needy Girl,electronic,130.972,439.19628
1853,Jim Noir,Eanie Meany,rock,133.041,164.07465
1854,Su Focus,Juno,rock,173.903,292.98893
1855,Musiq,Love,folk,100.404,304.69179
1856,Detroit Grand Puahs,Rain,electronic,122.015,427.88526
1857,Cliff Eidelman,Suspicion,rock,94.388,87.87546
1858,The Johnstones,Bang Bang,hip-hop,121.952,157.20444
1859,Darye,Air,indie,94.81,172.01587
1860,Mighty Diamonds,Searching,rock,86.205,215.562
1861,Cama,Fade Away,folk,106.519,221.17832
1862,Kanye West ,Gone, Gone,114.39,333.34812
1863,Oscenity Trial,Never Too Late,electronic,121.704,223.55546
1864,P.J. Proy,Somewhere,folk,80.743,187.34975
1865,Children Of The Bong,The Veil,folk,180.021,501.65506
1866,Jessica Mauoy,Breathe,folk,101.161,227.3171
1867,Doves,45,folk,85.288,257.51465
1868,Ne-Yo ,Stay,classical,101.147,230.73914
1869,Omarion,O, Evelyn...,119.904,281.05098
1870,Flying Burrito Brothers,Sin City,jazz,89.597,249.12934
1871,Asia,Go,rock,132.048,272.45669
1872,Adam Freeland,Silverlake Pills,electronic,126.057,371.19955
1873,Echolyn,Here I Am,pop,158.778,285.04771
1874,Pacha Massive,Drive,rock,125.994,300.93016
1875,Magida El Roumi,The Days,pop,60.545,483.23873
1876,Neil Diamond,Solitary Man,pop,156.909,152.63302
1877,The Forced Oscillations,Free,alternative,140.007,177.44934
1878,Lucky Fonz III,The Beat,rock,142.056,234.44853
1879,Nico Wayne Toussaint,Put It Down,hip-hop,164.861,185.88689
1880,Level 42,Turn It On,rock,126.823,319.79057
1881,Bissen Pres. The Crossover,Exhale,electronic,105.141,475.53261
1882,Think Aout Mutation,The Truth,hip-hop,136.142,213.52444
1883,John Denver,This Old Guitar,country,134.44,155.95057
1884,Broder Daniel,Confusion,alternative,94.349,138.52689
1885,Bad Haits (Red Butane & Glo Butane),Poison,rock,171.297,207.09832
1886,Chris Lattner,Moving,rock,124.055,422.39955
1887,Roseud,Walk Away,rock,86.078,240.27383
1888,Brinsley Schwarz,Country Girl,rock,128.408,187.79383
1889,Roger Daltrey,Without Your Love,rock,123.14,197.85098
1890,Hiroaki Iizuka,Ride,electronic,136.007,352.7571
1891,Telepathic Butterflies,Sign of the Times,rock,146.168,155.21914
1892,Jimmy Page ,Thank You,rock,152.313,348.08118
1893,Marilyn Scott,Take Me With You,rock,110.226,245.62893
1894,John OCallaghan,Broken,rock,128.004,513.72363
1895,Mainstream,Out of Touch,electronic,127.982,394.97098
1896,The Pale Fountains,Shelter,electronic,132.674,194.58567
1897,Lisa Miskovsky,Please Forgive Me,alternative,106.021,338.02404
1898,The Gurus,Good Morning,rock,145.33,182.7522
1899,Haris C feat. Anthya,Tonight, Tonight,130.031,457.79546
1900,Christoph De Baalon,Nightlife,pop,159.57,137.16853
1901,Chaka Khan_ Rufus,Stay,classical,94.869,343.74485
1902,The Replacements,Go,rock,121.582,149.05424
1903,Da Lata,Breathe,folk,106.753,59.61098
1904,Trisha Yearwood,Try Me,electronic,104.841,191.08526
1905,Fontella Bass,Rescue Me,hip-hop,124.369,165.72036
1906,Gwen Stefani,What You Waiting For?,rock,136.044,225.41016
1907,Garageland,Good Morning,rock,80.634,266.50077
1908,Erasure,In My Arms,electronic,99.968,207.96036
1909,Al De Lory,Country Girl,rock,95.871,175.49016
1910,My Favorite Highway,The Chase,rock,147.934,243.9571
1911,Deie Gison,Fallen Angel,rock,124.486,223.50322
1912,Wolfsheim,Sleep Somehow,electronic,103.36,193.54077
1913,Donna The Buffalo,Broken Record,electronic,86.012,196.75383
1914,The Gathering,Locked Away,pop,105.937,215.71873
1915,Mesh,Crash,electronic,132.001,343.61424
1916,Antigama,Stars,alternative,105.876,229.74649
1917,Shunza,Happy,electronic,141.584,295.96689
1918,The Grid,Closer,indie,170.047,258.45506
1919,Allegra Gellar,Leave Me Alone,rock,90.178,270.52363
1920,Clara Hill,Wake Up,alternative,142.817,114.31138
1921,Powderfinger,Grave Concern,rock,166.032,286.77179
1922,Joe Bonamassa,Stop!,jazz,84.973,407.71873
1923,The Conscious Daughters,Showdown,hip-hop,189.701,288.07791
1924,Good Shoes,Under Control,electronic,144.982,148.76689
1925,Billy Squier,I Need You,rock,102.937,232.85506
1926,DZ,Midnight Run,hip-hop,141.96,334.23628
1927,Chris Botti,When I See You,electronic,226.56,255.81669
1928,Melanie C,Go!,alternative,130.067,219.27138
1929,Laidack Luke & Diplo,Hey!,jazz,126.958,431.51628
1930,Nikolaj N\xc3\x8rlund,Pilgrim,blues,124.268,174.94159
1931,Guillemots,Come Away With Me,folk,251.221,189.90975
1932,Michael Jackson,Rock With You,rock,114.512,220.02893
1933,Gran Coquivacoa,Jesus,pop,144.03,286.45832
1934,We Pierce,Slowly,electronic,108.016,153.39057
1935,Soulja Slim_ C-Murder_ Mac,Imagine,folk,173.816,228.80608
1936,Southern Pacific,Perfect Stranger,electronic,84.868,247.77098
1937,Old Soul,Silent Night,alternative,135.044,85.99465
1938,Seigmen,Lament,alternative,99.873,264.69832
1939,Gloria,All the Way,pop,132.834,219.24526
