,title,artist,genre,duration,tempo,timesignature,keysignature,year
3119,Red Right Hand,Nick Cave & The Bad Seeds,alternative,370.62485,115.537,4,0,1994
3120,Somewhere,Tom Waits,jazz,232.51546000000002,45.849,1,1,1978
3121,The Perfect Kiss,New Order,alternative,288.05179,130.41,4,7,1985
3122,Pagan Lovesong,Virgin Prunes,alternative,223.32036,134.736,4,11,1982
3123,Horchata,Vampire Weekend,alternative,206.73261000000002,120.071,4,0,2009
3124,Cousins,Vampire Weekend,alternative,145.26649,176.03799999999998,4,11,2009
3125,Giving Up The Gun,Vampire Weekend,alternative,286.17098,134.028,4,6,2010
3126,The Killing Moon,Echo & The Bunnymen,alternative,346.06975,124.164,4,7,1983
3127,Seven Seas,Echo & The Bunnymen,alternative,200.38485,135.09,4,0,1984
3128,Every Breath You Take,The Police,alternative,253.96200000000002,117.35600000000001,4,1,1983
3129,Wrapped Around Your Finger,The Police,alternative,313.59955,85.149,5,9,1983
3130,Synchronicity II,The Police,alternative,300.59057,159.326,4,9,1983
3131,The Walk,The Cure,alternative,205.71383,130.064,4,2,1983
3132,The Caterpillar,The Cure,alternative,221.72689,124.007,4,11,1984
3133,Neil Jung,Teenage Fanclub,alternative,287.26812,107.85799999999999,4,7,1995
3134,Ain't That Enough,Teenage Fanclub,alternative,223.08526,116.152,4,7,1997
3135,I Don't Want Control Of You,Teenage Fanclub,alternative,188.05506,111.561,4,6,1997
3136,Start Again,Teenage Fanclub,alternative,191.32036000000002,112.76899999999999,4,0,1997
3137,I Need Direction,Teenage Fanclub,alternative,253.3873,114.772,4,0,2000
3138,Beautiful Liar,Beyoncé-Shakira,alternative,207.35955,126.00299999999999,4,1,2007
3139,She Wolf,Shakira,alternative,427.93751,127.968,4,7,2009
3140,You Come Through,PJ Harvey,alternative,166.29506,146.404,7,9,2004
3141,When Under Ether,PJ Harvey,alternative,143.49016,102.79,4,5,2007
3142,The Piano,PJ Harvey,alternative,158.69342,125.089,4,2,2007
3143,China,Tori Amos,jazz,366.21016000000003,93.016,5,2,1992
3144,Winter,Tori Amos,jazz,516.51873,72.268,1,3,1992
3145,Crucify,Tori Amos,jazz,458.81424000000004,165.99200000000002,4,1,1992
3146,Cornflake Girl,Tori Amos,jazz,447.55546,133.013,4,7,1994
3147,Henry Lee,Nick Cave & The Bad Seeds,alternative,236.9824,71.596,3,9,1996
3148,As I Sat Sadly By Her Side,Nick Cave & The Bad Seeds,alternative,373.34159,102.86,4,9,2001
3149,Fifteen Feet Of Pure White Snow,Nick Cave & The Bad Seeds,alternative,335.98649,123.406,4,9,2001
3150,Bizarre Love Triangle,New Order,alternative,234.37016,118.838,4,10,1986
3151,White Sky,Vampire Weekend,alternative,178.6771,135.985,4,9,2010
3152,Don't Stand So Close To Me '86,The Police,alternative,291.49995,125.09899999999999,4,7,1986
3153,In Between Days,The Cure,alternative,181.002,140.02200000000002,4,9,1985
3154,Why Can't I Be You?,The Cure,alternative,208.53506000000002,100.012,4,8,1987
3155,Just Like Heaven,The Cure,alternative,212.00933999999998,151.605,4,9,1987
3156,Did I Say,Teenage Fanclub,alternative,144.50893,125.646,5,10,2002
3157,Fallen Leaves,Teenage Fanclub,alternative,211.09506000000002,132.592,4,10,2005
3158,Gypsy,Shakira,alternative,208.03873000000002,93.001,4,1,2009
3159,The Devil,PJ Harvey,alternative,176.97914,113.93700000000001,4,9,2007
3160,Black Hearted Love,PJ Harvey-John Parish,alternative,275.80036,106.149,4,11,2009
3161,Love Letter,Nick Cave & The Bad Seeds,alternative,248.0322,112.845,4,3,2002
3162,Bring It On,Nick Cave,alternative,323.082,102.62100000000001,4,9,2003
3163,Rock Of Gibraltar,Nick Cave & The Bad Seeds,alternative,180.03546,158.404,3,7,2003
3164,Nature Boy,Nick Cave & The Bad Seeds,alternative,294.37342,139.345,4,7,2004
3165,Wog,Cornershop,indie,195.05587,94.816,4,6,1995
3166,Brimful Of Asha,Cornershop,indie,247.95382999999998,110.133,4,7,1997
3167,Fine Time,New Order,alternative,285.28281,83.53399999999999,5,0,1988
3168,Run 2,New Order,alternative,270.70649,117.07600000000001,4,0,1989
3169,Don't Let It Get You Down,Echo & The Bunnymen,alternative,230.19057,114.821,4,2,1997
3170,When The May Rain Comes,Current 93,alternative,204.22485,100.675,4,2,0
3171,Fascination Street,The Cure,alternative,309.96853,109.916,4,8,1989
3172,Lullaby,The Cure,alternative,465.60607999999996,187.641,4,9,1989
3173,Lovesong,The Cure,alternative,203.96363,143.349,1,0,1989
3174,Pictures Of You,The Cure,alternative,458.57914000000005,169.549,4,9,1989
3175,We Know Something You Don'T Know,DJ Format,hip-hop,289.54077,96.939,4,5,2003
3176,Ruff Ryders Anthem,DMX,hip-hop,177.57995,185.74,4,3,1998
3177,Party Up,DMX,hip-hop,272.14322000000004,101.068,4,11,1999
3178,High Noon,DJ Shadow,hip-hop,239.82975,137.9,4,3,1997
3179,Professional Widow,Tori Amos,jazz,371.93098,129.907,4,11,1996
3180,More News From Nowhere,Nick Cave & The Bad Seeds,alternative,407.19628,113.87799999999999,4,5,2008
3181,High,The Cure,alternative,220.96934,110.06299999999999,4,4,1992
3182,A Letter To Elise,The Cure,alternative,312.21506,150.208,4,9,1992
3183,Breaker 1/9,Common,hip-hop,243.12117999999998,177.92700000000002,4,1,1992
3184,Sex For The Sport,Channel Live,hip-hop,301.89669,147.845,7,8,1995
3185,X Gon' Give It To Ya,DMX,hip-hop,220.39465,94.96600000000001,4,1,2002
3186,Lord Give Me A Sign,DMX,hip-hop,208.8224,81.183,3,7,2006
3187,What Does Your Soul Look Like,DJ Shadow,hip-hop,381.25669,156.017,4,8,1997
3188,You Can't Go Home Again,DJ Shadow,hip-hop,427.54567000000003,162.464,4,10,2002
3189,Six Days,DJ Shadow,hip-hop,231.99302000000003,171.861,4,10,2002
3190,Raspberry Swirl,Tori Amos,jazz,266.50077000000005,127.955,4,8,1998
3191,Mint Car,The Cure,alternative,205.60934,145.053,4,9,1996
3192,Busy,Jawbreaker,indie,262.89587,123.54299999999999,4,0,1989
3193,Animal Rap,Jedi Mind Tricks,hip-hop,219.19302000000002,92.87700000000001,4,5,2003
3194,Let's Get Married,Jagged Edge,hip-hop,248.37179,109.89399999999999,4,3,2000
3195,Euphoria,Rakim-Busta Rhymes-Cocoa Chanelle-Jadakiss-Styles P,hip-hop,283.6371,117.286,5,1,2009
3196,Purple Pills,D12,hip-hop,257.48852999999997,125.23700000000001,4,1,2001
3197,Fight Music,D12,hip-hop,261.09342000000004,89.681,4,11,2001
3198,My Band,D12,hip-hop,299.51955,120.13,4,6,2004
3199,How Come,D12,hip-hop,253.36118,89.98299999999999,4,9,2004
3200,The Light,Common,hip-hop,242.65097999999998,97.00399999999999,4,4,2000
3201,Dance Wiv Me,Dizzee Rascal-Calvin Harris-Chrome,hip-hop,318.01424,86.686,3,11,2008
3202,Bonkers,Dizzee Rascal-Armand van Helden,hip-hop,176.87465,126.212,1,11,2009
3203,Where The Hood At,DMX,hip-hop,286.6673,92.915,4,5,2003
3204,Enuff,DJ Shadow-Q‐Tip-Lateef the Truth Speaker,hip-hop,236.12036,102.098,4,7,2006
3205,This Time (I'm Gonna Try It My Way),DJ Shadow,hip-hop,260.23138,96.462,4,4,2006
3206,Bliss,Tori Amos,jazz,223.84281000000001,115.97399999999999,4,6,1999
3207,Glory of the 80's,Tori Amos,jazz,308.84526,113.318,1,4,1999
3208,Concertina,Tori Amos,jazz,323.42159,146.006,4,5,1999
3209,Crystal,New Order,alternative,260.8322,135.974,4,6,2001
3210,Wrong Number,The Cure,alternative,492.5122,120.044,4,9,1997
3211,Cut Here,The Cure,alternative,250.61832,90.024,1,2,2001
3212,Serious,Jme,hip-hop,196.28363000000002,137.781,4,7,2005
3213,Walked Outta Heaven,Jagged Edge,hip-hop,253.33506,110.899,4,0,2003
3214,It Was A Good Day,Ice Cube,hip-hop,252.02892999999997,157.678,4,4,1992
3215,The Food,Common,hip-hop,216.81587000000002,120.59200000000001,5,7,2004
3216,The People,Common,hip-hop,211.61751,185.11,4,1,2007
3217,A Sorta Fairytale,Tori Amos,jazz,328.59382999999997,152.975,4,8,2001
3218,Sleep When I'm Dead,The Cure,alternative,241.55382999999998,140.02700000000002,4,9,2008
3219,I'll Be There for You/You're All I Need to Get By,Method Man,hip-hop,221.57016000000002,91.77600000000001,4,1,1995
3220,Watch The Sun Come Up,Example,hip-hop,405.4722,127.98700000000001,4,2,2009
3221,Won't Go Quietly,Example,hip-hop,301.34812,74.38600000000001,4,5,2009
3222,Body Rock,Mos Def-Q‐Tip-Tash,hip-hop,311.45751,185.85,3,4,1997
3223,Wylin Out,Mos Def And Diverse,hip-hop,238.62812000000002,85.366,4,9,2002
3224,For You I Will,Monica,hip-hop,294.86975,123.156,4,0,1996
3225,Natural Born Killaz,Ice Cube,hip-hop,291.16036,91.071,4,11,1995
3226,Just Like Heaven,The Cure,alternative,212.00933999999998,151.605,4,9,0
3227,Outta Control,50 Cent-Mobb Deep,hip-hop,247.77097999999998,91.98100000000001,4,11,2005
3228,Mastermind,Mindless Self Indulgence,hip-hop,179.51301999999998,120.249,4,6,2007
3229,Hey Baby,Stephen Marley-Mos Def,hip-hop,294.71302000000003,92.542,4,1,2005
3230,Rock Co.Kane Flow,De La Soul,hip-hop,185.23383,86.81299999999999,4,10,2004
3231,The Nice Up,Rodney P,hip-hop,213.73342000000002,91.029,4,7,2004
3232,Superstar,Lupe Fiasco,hip-hop,313.46893,92.48899999999999,4,11,2007
3233,Crashin' A Party,Lumidee,hip-hop,193.48853,95.001,4,2,2003
3234,She's Like The Wind,Lumidee,hip-hop,225.59302000000002,104.20299999999999,4,9,2007
3235,Bump N' Grind,R. Kelly,hip-hop,255.08526,130.089,4,4,1993
3236,On It,Mindless Self Indulgence,hip-hop,181.39383,128.86,4,6,2007
3237,Come Up To My Room,Princess Superstar,hip-hop,257.69751,130.662,5,1,1999
3238,What We Do,Kray Twins,hip-hop,150.77832,140.312,7,1,2005
3239,My Life,Kool G Rap,hip-hop,269.13914,96.2,4,2,2001
3240,Animal Rap,Jedi Mind Tricks,hip-hop,219.19302000000002,92.87700000000001,4,5,2003
3241,Generation,Samy Deluxe,hip-hop,226.42892999999998,166.84900000000002,7,11,2004
3242,Let's Go,Samy Deluxe,hip-hop,167.81016,155.30100000000002,5,6,2005
3243,Heartbeat,Nneka,hip-hop,191.00689,148.178,4,11,2008
3244,Whateva Man,Redman,hip-hop,187.50648999999999,85.861,4,1,1996
3245,Dirrty,Christina Aguilera-Redman,hip-hop,298.84036000000003,200.299,3,2,2002
3246,Feva Las Vegas,N-Dubz,hip-hop,252.70812,77.60300000000001,7,0,2007
3247,She's Got That Vibe,R Kelly,hip-hop,236.2771,113.117,4,6,1992
3248,I Can't Sleep Baby (If I),R. Kelly,hip-hop,243.61751,113.75200000000001,4,1,1995
3249,I Believe I Can Fly,R. Kelly,hip-hop,320.54812000000004,120.445,4,4,1996
3250,I Hope I Sell a lot of Records at Christmastime,Princess Superstar,hip-hop,198.19057,167.40599999999998,4,1,1999
3251,Do it Like a Robot,Princess Superstar,hip-hop,243.51302,130.474,4,7,2000
3252,Coochie Coo,Princess Superstar,hip-hop,264.56771000000003,135.011,4,1,2005
3253,Perfect,Princess Superstar,hip-hop,206.94159,119.512,1,9,2005
3254,My Machine,Princess Superstar,hip-hop,324.04852999999997,177.592,4,7,2005
3255,End Credits,Chase & Status,hip-hop,198.39955,87.52,4,1,2009
3256,Stay Too Long,Plan B,hip-hop,224.78322,160.576,4,0,2010
3257,She Said,Plan B,hip-hop,208.69179,97.958,3,6,2010
3258,Agent Orange,Pharoahe Monch,hip-hop,256.70485,134.534,4,8,2003
3259,Body Baby,Pharoahe Monch,hip-hop,238.96771,97.99600000000001,4,10,2007
3260,Fire,Aceyalone,hip-hop,251.08853,108.042,4,1,2005
3261,In Good Hand,Outlandish,hip-hop,260.10077,95.118,4,7,2005
3262,Look Into My Eyes,Outlandish,hip-hop,213.21097999999998,95.941,4,6,2005
3263,Drama Setter,Tony Yayo-Obie Trice,hip-hop,303.56853,160.16,4,10,2005
3264,Snitch,Obie Trice-Akon,hip-hop,238.10567000000003,90.134,4,4,2006
3265,You Better Not Waste My Time,N-Dubz,hip-hop,309.39383,200.48,4,10,2007
3266,I Swear,N-Dubz,hip-hop,255.76443999999998,106.229,4,0,2007
3267,Strong Again,N-Dubz,hip-hop,206.75873,129.991,4,0,2008
3268,Number 1,Tinchy Stryder-N-Dubz,hip-hop,202.29179,120.18799999999999,4,1,2009
3269,Playing With Fire,N-Dubz-Mr Hudson,hip-hop,277.75955,100.01899999999999,5,2,2010
3270,If I Could Turn Back The Hands Of Time,R. Kelly,hip-hop,297.01179,161.428,3,8,1998
3271,Perfect (Exceeder),Mason-Princess Superstar,hip-hop,369.57995,0.0,3,9,2006
3272,I Can Transform Ya,Chris Brown-Lil Wayne-Swizz Beatz,hip-hop,326.00771000000003,127.916,4,0,2009
3273,Rapper's Delight,The Sugarhill Gang,hip-hop,425.29914,114.045,4,1,1979
3274,Area Codes,Ludacris,hip-hop,213.81179,101.051,4,9,2001
3275,Vocab,Fugees,hip-hop,420.75383,179.274,7,2,1994
3276,Fu-Gee-La,Fugees,hip-hop,329.19465,175.771,5,10,1995
3277,Never Leave Me Alone,Nate Dogg,hip-hop,356.38812,100.023,4,3,1996
3278,Duppy,Skepta,hip-hop,222.9024,137.981,4,1,2006
3279,Bad Boy,Skepta,hip-hop,170.47465,93.448,4,8,2010
3280,The World's Greatest,R. Kelly,hip-hop,234.39628,96.13600000000001,4,2,2001
3281,Ignition,R. Kelly,hip-hop,186.06975,88.62700000000001,3,8,2003
3282,Run It!,Chris Brown,hip-hop,202.52688999999998,101.001,4,11,2005
3283,Respiration,Black Star,hip-hop,346.87955,92.329,4,6,1998
3284,Guantanamera,Wyclef Jean,hip-hop,208.29995,87.965,4,2,1997
3285,The Worst,Onyx,hip-hop,641.04444,109.696,4,7,1997
3286,Gettin' Jiggy Wit It,Will Smith,hip-hop,200.6722,107.904,4,1,1997
3287,Showdown,The Furious Five-The Sugarhill Gang,hip-hop,353.80199999999996,106.311,4,4,1981
3288,The Lover in You,The Sugarhill Gang,hip-hop,416.67873,105.514,4,0,1982
3289,The Word Is Out,The Sugarhill Gang,hip-hop,341.96853,222.428,3,11,0
3290,Fight The Power,Public Enemy,hip-hop,224.1824,115.116,4,1,1988
3291,Southernplayalisticadillacmuzik,OutKast,hip-hop,317.51791000000003,86.147,4,6,1994
3292,Elevators (Me & You),OutKast,hip-hop,265.19465,84.985,4,11,1996
3293,Jazzy Belle,OutKast,hip-hop,248.16281,91.825,4,11,1996
3294,Got Your Money,Ol' Dirty Bastard,hip-hop,239.93424,103.02,4,10,2000
3295,E.I.,Nelly,hip-hop,304.97914,180.104,4,1,2000
3296,#1,Nelly,hip-hop,198.81751,72.007,3,4,2001
3297,Hot in Herre,Nelly,hip-hop,230.79137999999998,106.99799999999999,4,9,2002
3298,Just,Mark Ronson-Phantom Planet,hip-hop,237.94893,97.51700000000001,4,10,2006
3299,Stop Me,Mark Ronson-Daniel Merriweather,hip-hop,334.8371,117.99600000000001,4,2,2007
3300,Rollout (My Business),Ludacris,hip-hop,296.56771000000003,87.396,5,7,2002
3301,Sunshine,Babyface,hip-hop,310.15137999999996,131.77,4,2,0
3302,Dirty Harry,Gorillaz,hip-hop,230.08607999999998,96.196,3,10,2005
3303,Thoia Thoing,R. Kelly,hip-hop,221.25669,133.585,3,9,2003
3304,Latin Lingo,Cypress Hill,hip-hop,230.32117999999997,72.969,3,6,1991
3305,Shortie Like Mine,Bow Wow-Chris Brown-Johntá Austin,hip-hop,268.06812,142.025,4,10,2006
3306,Wall to Wall,Chris Brown,hip-hop,178.18077,95.209,4,7,2007
3307,Kiss Kiss,Chris Brown,hip-hop,262.84362999999996,93.439,1,10,2007
3308,Switch,Will Smith,hip-hop,225.04443999999998,102.463,4,6,2005
3309,Brothers Gonna Work It Out,Public Enemy,hip-hop,261.51138,105.445,4,10,0
3310,Shut Em Down,Public Enemy,hip-hop,259.49995,92.792,4,11,1991
3311,Work It,Nelly-Justin Timberlake,hip-hop,254.14485,93.71,4,4,2003
3312,Iz U,Nelly,hip-hop,311.7971,143.037,4,4,2003
3313,My Place,Nelly-Jaheim,hip-hop,336.56118,163.062,4,4,2004
3314,Oh My God,Mark Ronson-Lily Allen,hip-hop,215.24853,118.02799999999999,1,11,2007
3315,Valerie,Mark Ronson-Amy Winehouse,hip-hop,330.29179,129.995,4,4,2007
3316,Yeah!,Usher-Lil Jon-Ludacris,hip-hop,249.10322000000002,104.98,4,6,2004
3317,No Air,Jordin Sparks-Chris Brown,hip-hop,356.04852999999997,136.018,3,11,2008
3318,With You,Chris Brown,hip-hop,205.26975,86.00200000000001,4,3,2008
3319,Forever,Chris Brown,hip-hop,363.59791,139.998,4,1,2008
3320,911,Wyclef Jean-Mary J. Blige,hip-hop,259.36933999999997,86.99,4,7,2000
3321,Wish You Were Here,Wyclef Jean,hip-hop,246.07302,117.314,5,7,2000
3322,Two Wrongs,Wyclef Jean,hip-hop,232.12363,166.015,4,2,2002
3323,Give It Up,Public Enemy,hip-hop,273.21424,94.647,4,0,1994
3324,Ms. Jackson,OutKast,hip-hop,270.65424,95.039,4,7,2000
3325,Wadsyaname,Nelly,hip-hop,246.282,106.699,1,1,2007
3326,Body On Me,Nelly-Akon-Ashanti,hip-hop,212.29668999999998,180.271,4,7,2008
3327,Party People,Nelly-Fergie,hip-hop,242.31137999999999,163.898,4,11,2008
3328,Glamorous,Fergie-Ludacris,hip-hop,202.10893000000002,87.34,5,0,2007
3329,"How We Do It ""Around My Way",Lloyd-Ludacris,hip-hop,171.72853,117.238,4,2,2008
3330,Bulletproof,Raheem DeVaughn-Ludacris,hip-hop,283.92444,141.871,4,9,2009
3331,Rhinestone Eyes,Gorillaz,hip-hop,200.09751,92.78200000000001,4,0,2010
3332,I Can Transform Ya,Chris Brown-Lil Wayne-Swizz Beatz,hip-hop,326.00771000000003,127.916,4,0,2009
3333,Crawl,Chris Brown,hip-hop,236.25097999999997,88.149,4,5,2010
3334,He Got Game,Public Enemy,hip-hop,285.6224,97.449,4,4,1998
3335,GhettoMusick,OutKast,hip-hop,236.72117999999998,89.92399999999999,4,11,2003
3336,Hey Ya!,OutKast,hip-hop,231.67955,63.578,3,4,2003
3337,The Way You Move,OutKast-Sleepy Brown,hip-hop,233.9522,84.006,5,5,2004
3338,Morris Brown,OutKast-Scar-Sleepy Brown,hip-hop,264.41098,126.009,4,1,2006
3339,Let's Get Blown,Snoop Dogg,hip-hop,230.97423999999998,106.066,4,7,2004
3340,The Sound Of Silence,Simon & Garfunkel,folk,184.76363,106.711,1,6,1964
3341,All I Wanna Do,Sheryl Crow,folk,359.28771,122.37899999999999,4,9,1993
3342,Umbrella,Rihanna,hip-hop,257.56689,86.98899999999999,4,1,2007
3343,I Wanna Love You,Akon-Snoop Dogg,hip-hop,246.54322000000002,99.993,4,9,2006
3344,Sensual Seduction,Snoop Dogg,hip-hop,245.57668999999999,120.169,4,11,2007
3345,Lullaby,Shawn Mullins,folk,328.72444,160.077,4,7,1998
3346,Wings,The Albion Band,folk,263.96689,116.899,4,2,1998
3347,Fakin' It,Simon & Garfunkel,folk,195.44771,102.173,4,9,1967
3348,Mrs. Robinson,Simon & Garfunkel,folk,243.30404,183.55700000000002,1,6,1968
3349,The Boxer,Simon & Garfunkel,folk,307.43465,171.937,4,0,1969
3350,Bridge Over Troubled Water,Simon & Garfunkel,folk,293.04118,84.376,4,3,1970
3351,Leaving Las Vegas,Sheryl Crow,folk,309.18485,161.716,4,2,1993
3352,Strong Enough,Sheryl Crow,folk,216.5024,148.275,3,2,1993
3353,Can't Cry Anymore,Sheryl Crow,folk,221.67465,110.66799999999999,4,4,1993
3354,A Change Would Do You Good,Sheryl Crow,folk,317.83137999999997,131.142,4,10,1996
3355,Shimmer,Shawn Mullins,folk,287.34649,154.591,4,10,1998
3356,Drive South,Suzy Bogguss,folk,189.1522,114.68299999999999,4,2,1992
3357,Part Of The Union,Strawbs,folk,176.74403999999998,155.19,4,5,1973
3358,The Boxer,Simon & Garfunkel,folk,307.43465,171.937,4,0,0
3359,Everyday Is A Winding Road,Sheryl Crow,folk,398.91546,112.73700000000001,4,2,1996
3360,Everyday Is A Winding Road,Sheryl Crow,folk,398.91546,112.73700000000001,4,2,1996
3361,If It Makes You Happy,Sheryl Crow,folk,225.51465,97.613,1,7,1996
3362,Hey Cinderella,Suzy Bogguss,folk,246.59546,122.167,3,10,1993
3363,Letting Go,Suzy Bogguss,folk,271.49016,139.805,4,5,1991
3364,My Favorite Mistake,Sheryl Crow,folk,244.79302,104.675,4,7,1998
3365,Soak Up The Sun,Sheryl Crow,folk,292.54485,120.01700000000001,4,4,2002
3366,Steve McQueen,Sheryl Crow,folk,205.26975,169.71099999999998,4,0,2002
3367,The First Cut Is The Deepest,Sheryl Crow,folk,227.34322000000003,160.08100000000002,4,2,2003
3368,Good Is Good,Sheryl Crow,folk,258.24608,142.90200000000002,4,9,2005
3369,Cheap Tricks,Thea Gilmore,folk,221.12607999999997,132.999,4,11,2006
3370,The Marvelous Toy,Tom Paxton,folk,217.15546,181.97299999999998,4,1,1997
3371,It's Gonna Rain,Violent Femmes,folk,251.29751,143.647,4,2,1984
3372,American Music,Violent Femmes,folk,239.93424,140.998,4,0,1991
3373,The Irish Rover,The Pogues-The Dubliners,folk,218.122,140.164,4,7,1987
3374,I Held Her In My Arms,Violent Femmes,folk,172.5122,106.136,4,4,0
3375,All I Really Want to Do,The Byrds,folk,123.76771000000001,122.65299999999999,4,9,1965
3376,Mr. Tambourine Man,The Byrds,folk,130.71628,84.307,5,2,1965
3377,Fiesta,The Pogues,folk,235.36281,156.97299999999998,4,2,1988
3378,White City,The Pogues,folk,149.78566999999998,97.89200000000001,4,0,1989
3379,This World As We Know It,Xavier Rudd,folk,243.33016,122.12100000000001,4,5,2008
3380,The Man With The Child In His Eyes,Kate Bush,folk,77.00853000000001,91.48100000000001,3,1,1978
3381,Hammer Horror,Kate Bush,folk,279.50975,116.447,4,1,1978
3382,Wow,Kate Bush,folk,240.8224,125.211,4,9,1978
3383,Mother,John Lennon,folk,234.60526000000002,79.122,1,4,1970
3384,When You Say Nothing At All,Alison Krauss,folk,231.47057,87.972,1,3,1994
3385,Forget About It,Alison Krauss,folk,208.50893,183.641,7,1,1999
3386,Maybe,Alison Krauss,folk,265.76934,110.39200000000001,4,6,1999
3387,Rough God Goes Riding,Van Morrison,folk,374.77832,71.20100000000001,4,10,1997
3388,The Healing Game,Van Morrison,folk,267.83302000000003,131.186,4,0,1997
3389,Sweet Dreams,Yes,folk,230.922,199.18599999999998,4,11,1970
3390,Imagine,John Lennon,folk,183.01342,151.655,4,0,1971
3391,Six O'Clock,The Lovin' Spoonful,folk,160.86158999999998,125.774,4,7,1967
3392,Shot in the Arm,Wilco,folk,291.13424,126.58200000000001,4,2,1999
3393,The Thanks I Get,Wilco,folk,216.11057000000002,121.805,4,2,2007
3394,What Light,Wilco,folk,212.45342000000002,174.908,3,7,2007
3395,You Never Know,Wilco,folk,261.74649,119.165,4,9,2009
3396,Borrowed Time,John Lennon,folk,270.88934,116.134,4,9,1984
3397,Listen,Holly Golightly,folk,119.2224,103.89299999999999,1,5,1995
3398,Imagine,John Lennon,folk,183.01342,151.655,4,0,1971
3399,All Around,Bebel Gilberto,jazz,284.21179,109.991,4,6,2004
3400,Poor Boy Blues,Chet Atkins;Mark Knopfler,folk,242.20689,186.033,3,4,1990
3401,Going Home: Theme from Local Hero,Mark Knopfler,folk,300.93016,109.68700000000001,4,2,0
3402,Darling Pretty,Mark Knopfler,folk,283.92444,94.729,4,9,1996
3403,Cannibals,Mark Knopfler,folk,223.11137999999997,173.053,4,6,1996
3404,What It Is,Mark Knopfler,folk,295.88853,122.12299999999999,4,6,2000
3405,Science Fiction,Carl Craig,jazz,340.00934,129.98,5,5,1995
3406,Beginnings,Chicago,jazz,383.08526,127.868,4,0,1969
3407,Silvertown Blues,Mark Knopfler,folk,332.7473,131.056,4,2,2000
3408,Why Aye Man,Mark Knopfler,folk,374.30812000000003,111.046,4,2,2002
3409,Punish The Monkey,Mark Knopfler,folk,276.6624,122.428,4,2,2007
3410,Darling Pretty,Mark Knopfler,folk,283.92444,94.729,4,9,1996
3411,Christmas Time Is Here,George Winston,jazz,252.55138,59.623000000000005,7,5,0
3412,Cars,Gary Numan,jazz,320.522,88.166,3,2,1979
3413,My Secret Place,Joni Mitchell,jazz,301.92281,101.994,4,1,1988
3414,We Are Glass,Gary Numan,jazz,305.50158999999996,143.805,4,0,1980
3415,Your Body Is a Wonderland,John Mayer,jazz,260.54485,105.633,4,5,2001
3416,Free Love,Juliet Roberts,jazz,250.17424,120.31700000000001,4,1,1993
3417,Grandpa's Spells,Jelly Roll Morton,jazz,176.40444,205.82299999999998,1,0,0
3418,When You Gonna Learn?,Jamiroquai,jazz,230.63465,107.70100000000001,4,1,0
3419,Everywhere I Go,Oysterband,folk,229.01506,156.97299999999998,4,2,1995
3420,Street of dreams,Oysterband,folk,285.77914,107.4,4,2,1999
3421,No Such Thing,John Mayer,jazz,286.27546,135.76,4,9,2002
3422,Your Body Is A Wonderland,John Mayer,jazz,364.69506,95.035,4,10,2002
3423,Why Georgia,John Mayer,jazz,268.9824,96.86,4,2,2003
3424,Bigger Than My Body,John Mayer,jazz,377.52117999999996,118.204,4,9,2003
3425,Daughters,John Mayer,jazz,497.6322,121.25299999999999,3,9,2004
3426,London Blues,Jelly Roll Morton,jazz,197.61587,155.888,1,10,0
3427,Mr Jelly Lord,Jelly Roll Morton,jazz,164.98893,107.19,1,3,1924
3428,Shreveport Stomp,Jelly Roll Morton,jazz,242.33751,116.67399999999999,4,10,0
3429,Too Young To Die,Jamiroquai,jazz,365.7922,81.375,7,8,1993
3430,Blow Your Mind,Jamiroquai,jazz,512.23465,212.184,4,1,1993
3431,Here Comes The Flood,Oysterband,folk,236.79955,84.99700000000001,4,5,2007
3432,Beat It,Fall Out Boy,jazz,156.57751000000002,148.089,4,0,2008
3433,The Pearls,Jelly Roll Morton,jazz,207.82975,150.172,4,0,0
3434,Tom Cat Blues,Jelly Roll Morton,jazz,186.48771000000002,162.138,1,5,0
3435,Space Cowboy,Jamiroquai,jazz,395.44118,74.03,5,1,1994
3436,2 Sides,Killer Mike,jazz,209.18812,139.91,4,1,2008
3437,Stool Pigeon,Kid Creole And The Coconuts,jazz,380.70812,108.316,4,5,1982
3438,Caroline Was A Drop-Out,Kid Creole And The Coconuts,jazz,238.05342000000002,120.181,4,0,1985
3439,Virtual Insanity,Jamiroquai,jazz,340.55791,92.11399999999999,4,3,1996
3440,Cosmic Girl,Jamiroquai,jazz,227.10812,239.157,4,11,1996
3441,Alright,Jamiroquai,jazz,434.6771,124.0,4,0,1996
3442,High Times,Jamiroquai,jazz,249.10322000000002,113.633,4,11,1996
3443,My Heart Will Go On (Love Theme From Titanic),Kenny G,jazz,261.14567,105.361,4,10,0
3444,Dead Man Blues,Jelly Roll Morton,jazz,191.92118,129.08100000000002,4,3,1926
3445,Deeper Underground,Jamiroquai,jazz,289.85424,207.986,4,1,1998
3446,Canned Heat,Jamiroquai,jazz,226.69016000000002,127.99799999999999,4,7,1999
3447,Supersonic,Jamiroquai,jazz,457.29914,125.96600000000001,4,9,1999
3448,Soul Makossa,Manu Dibango,jazz,262.76526,114.988,4,0,1972
3449,Black Capricorn Day,Jamiroquai,jazz,341.55057,186.06400000000002,4,11,1999
3450,Ai No Corrida,Quincy Jones,jazz,249.25995,122.59200000000001,4,7,1981
3451,Little L,Jamiroquai,jazz,334.94159,127.984,4,10,2001
