SongNumber,AlbumName,ArtistName,Danceability,Duration,KeySignature,Tempo,TimeSignature,Title,Year
28564,"b'Hold Out'","b'Jackson Browne'",0.0,200.80281,9,141.011,3,"b'Boulevard'",1980
28565,"b'Texoma'","b'Jimmy LaFave'",0.0,187.66322,9,136.492,4,"b'San Francisco'",2001
28566,"b'The Winning Score'","b'Frigg A-Go-Go'",0.0,128.31302,2,150.943,1,"b'The Sinking Ship'",0
28567,"b'Wiser'","b'Buffalo Tom'",0.0,351.08526,9,116.925,4,"b'Hawaiian Baby'",1998
28568,"b'Debussy: Images & Estampes'","b'Vanessa Wagner'",0.0,303.96036,6,107.604,3,"b'La Plus que Lente'",0
28569,"b'Twirl Records Story Volume 2'","b'Del Shannon'",0.0,143.46404,0,102.017,3,"b'Jody'",1961
28570,"b'Microphone Music'","b'Raymond Scott Quintette'",0.0,163.16036,11,128.439,4,"b'The Girl With The Light Blue Hair'",0
28571,"b'Rancho No Tengo - Soundtrack'","b'Joe King Carrasco'",0.0,209.29261,7,122.991,4,"b"It's These Changes (I Just Can't Stand)"",0
28572,"b'Strictly Platinum'","b'Princess Superstar'",0.0,188.83873,2,160.965,4,"b"I'm So..."",1996
28573,"b'Dark Was The Night (Red Hot Compilation)'","b'Feist + Ben Gibbard'",0.0,182.49098,0,105.082,4,"b'Train Song'",0
28574,"b'Gypsy Boy_ Gypsy Girl'","b'Sharada House Gang'",0.0,175.46404,10,127.642,4,"b'Gypsy Boy_ Gypsy Girl (7" Radio Edit)'",0
28575,"b'Jason Isbell and the 400 Unit'","b'Jason Isbell and the 400 Unit'",0.0,353.59302,4,81.927,4,"b'The Last Song I Will Write'",2009
28576,"b"Home Grown! The Beginner's Guide To Understanding The Roots Volume 1"","b'The Roots'",0.0,248.18893,9,96.249,4,"b'Good Music'",0
28577,"b'The Ritchie Family of Kentucky'","b'The Ritchie Family'",0.0,112.3522,2,67.664,1,"b'Twilight A-Stealing'",0
28578,"b'So Hot + Singles'","b'Swamp Children'",0.0,362.10893,0,117.975,4,"b"Taste What's Rhythm"",2004
28579,"b"There's Gonna Be A Showdown"","b'Archie Bell and The Drells'",0.0,169.19465,4,101.176,4,"b'Let The World Know You Got Soul (Non Album Single Side Version)'",1969
28580,"b'Songbird: The Best Of Kenny G'","b'Kenny G'",0.0,292.25751,7,111.493,4,"b'Slip Of The Tongue'",1986
28581,"b'As Beauty As You Want'","b'Cass Phang'",0.0,205.322,0,107.497,3,"b'Er Tong Le Yuan'",0
28582,"b'Harbour Lights'","b'Ray Anthony'",0.0,164.5971,10,48.227,4,"b'O Mein Papa'",1991
28583,"b'I Love Rock \x18n\x19 Roll'","b'Showaddywaddy'",0.0,189.41342,2,113.855,4,"b"Let's Work Together"",2006
28584,"b'New Blood'","b'Blood On The Saddle'",0.0,81.08363,2,141.08,1,"b'Lost highway'",0
28585,"b'Swift'","b'Simon Fisher Turner'",0.0,78.52363,1,165.963,4,"b'Glia'",0
28586,"b'Juchitan De Amores'","b'Mario Lopez'",0.0,253.57016,5,100.335,4,"b'Cobardia'",0
28587,"b'Deviant current signal'","b'Hacride'",0.0,230.29506,7,100.056,4,"b'Human monster'",2005
28588,"b'Wall Street Voodoo'","b'Roine Stolt'",0.0,669.98812,7,147.898,4,"b'The Observer'",2005
28589,"b'Tuesday'","b'Headnodic'",0.0,117.55057,1,90.187,5,"b'Coffee (feat. John Schroeder)'",0
28590,"b'The Lost Koast Kollective'","b'Potluck'",0.0,195.70893,7,89.977,4,"b"1 Ton - Can't Stop Me"",0
28591,"b'Mach Dich bereit'","b'Luttenberger-Klug'",0.0,236.06812,0,106.015,4,"b'Heut Nacht'",2007
28592,"b'Drupi'","b'Drupi'",0.0,232.22812,4,206.536,4,"b'...Che Estate'",0
28593,"b'Youth - Single'","b'White Apple Tree'",0.0,207.12444,1,147.861,4,"b'Youth'",0
28594,"b'Rain Machine'","b'Rain Machine'",0.0,476.05506,11,86.659,1,"b"Love Won't Save You"",2009
28595,"b'Mr. Raymond'","b'Raymond Van Het Groenewoud'",0.0,194.0371,4,116.376,1,"b'De Lucaskinowski'",2005
28596,"b'Familiar Stranger'","b'Mark Wills'",0.0,246.22975,7,153.853,4,"b'Second 16 (bonus track)'",0
28597,"b'Deep Blue EP'","b'Basic Soul Unit'",0.0,415.76444,6,189.231,3,"b'The March Ahead'",0
28598,"b'Away With The Faeries'","b'Inkubus Sukkubus'",0.0,329.92608,4,157.952,4,"b'Take My Hunger (Live in Cheltenham 16/4/98)'",1998
28599,"b'Chicken - N - Beer'","b'Ludacris'",0.0,64.28689,7,77.195,4,"b'Rob Quarters Skit'",2003
28600,"b'It Ain`t Music'","b'Vera & Federico Molinari'",0.0,372.34893,11,124.981,4,"b'Tusch For Mike'",0
28601,"b'Sans Legende'","b"L'Affaire Louis' Trio"",0.0,266.762,2,120.012,4,"b'Balle Perdue'",1990
28602,"b'In The Company of Angels II - The World Will Sing'","b"Caedmon's Call"",0.0,232.35873,11,117.952,4,"b'I Surrender All'",2006
28603,"b'The Acrobat'","b'Johnathan Rice'",0.0,293.11955,10,104.677,7,"b'The Acrobat (Live Version)'",0
28604,"b'Celebrate Living'","b'Dennis Jernigan'",0.0,229.92934,7,142.777,4,"b'Celebrate Living'",0
28605,"b'Christmas In New Orleans'","b'Johnny Adams'",0.0,164.46649,8,117.926,4,"b'The Little Boy That Santa Forgot'",2001
28606,"b'The E.P. Compilation'","b'Refused'",0.0,154.27873,1,95.413,4,"b'The Real'",1994
28607,"b'SSS'","b'SSS'",0.0,141.84444,4,194.415,4,"b'OJ Skyrkts'",2007
28608,"b'The Complete Peel Sessions'","b'Mercury Rev'",0.0,388.44036,11,151.952,3,"b'Tides Of The Moon'",2001
28609,"b"90's Dance Hits"","b'CRW'",0.0,171.25832,8,124.998,4,"b'I Feel Love'",1999
28610,"b'With Love_ Bobby'","b'Bobby Sherman'",0.0,131.29098,4,90.509,3,"b'Oklahoma City Times'",1970
28611,"b"You Can't Go Home Again"","b'Chet Baker'",0.0,1036.14649,7,85.996,3,"b'El Morro'",1977
28612,"b'Vivir Para Contarlo'","b'Violadores del Verso'",0.0,325.72036,3,119.977,5,"b'Nada mas'",2006
28613,"b'Hatebreeder'","b'Children Of Bodom'",0.0,225.12281,2,196.008,4,"b'Black Widow'",1999
28614,"b'Drowning in A Sea of Love'","b'Nathan Fake'",0.0,151.01342,10,163.877,4,"b'Superpositions'",2006
28615,"b"What's Going On"","b'Marvin Gaye'",0.0,142.602,2,105.04,3,"b'Sad Tomorrows'",1995
28616,"b'Real As I Wanna Be'","b'Cliff Richard'",0.0,314.43546,8,84.736,4,"b"Till I'm Home Again"",1998
28617,"b'IMMORTALIZER'","b'Valient Thorr'",0.0,77.92281,9,81.51,3,"b'Vernal Equinox'",2008
28618,"b'Daydream'","b'Vita'",0.0,327.91465,6,125.018,4,"b'Mare Mare'",0
28619,"b'Beyond Expression'","b'Thomas Coastline'",0.0,438.56934,11,93.336,3,"b'Beyond Expression'",0
28620,"b"Hold 'em Joe"","b'Harry Belafonte'",0.0,194.95138,0,130.686,4,"b'Lean on me'",1949
28621,"b'Stop That Train'","b'Clint Eastwood & General Saint'",0.0,204.7473,9,135.836,4,"b'Stop Jack'",1983
28622,"b'Outskirt'","b'Daniel Norgren'",0.0,205.94893,9,88.022,3,"b'Saddle My Heart'",0
28623,"b'Profugus Mortis'","b'Blackguard'",0.0,313.67791,3,89.987,4,"b'Vain'",2009
28624,"b'Raw As F**k (Remixed)'","b'Freestylers'",0.0,326.37342,11,136.08,4,"b'No Replica (Aquasky v Masterblaster Remix)'",0
28625,"b'Future Sound Of Cambridge'","b'Commix'",0.0,381.09995,4,69.594,1,"b'Roots Train'",2004
28626,"b'The World... According To Brent Hunter vs Nina Ramsby'","b'World (Brent Hunter vs Nina Ramsby)'",0.0,151.53587,11,91.16,3,"b'No One Can Change It All'",0
28627,"b'I Will Be'","b'Dum Dum Girls'",0.0,122.30485,11,85.991,4,"b'It Only Takes One Night'",2010
28628,"b'Give Blood'","b'Brakes'",0.0,99.70893,1,133.517,1,"b'Ring A Ding'",2005
28629,"b'The Yellow Press'","b'The Yellow Press'",0.0,191.50322,9,158.698,1,"b'Heads On Sticks'",2003
28630,"b'The Resurrectionists / Night Raider'","b'Crippled Black Phoenix'",0.0,818.25914,0,122.422,3,"b'Song for the Loved'",2009
28631,"b'The Hits/The B-Sides 3'","b'Prince'",0.0,228.96281,6,126.344,4,"b'Why You Wanna Treat Me So Bad?'",1979
28632,"b'You Are My Sunshine'","b'Jimmie Davis'",0.0,191.45098,9,151.262,4,"b'High Geared Daddy'",0
28633,"b'Greatest Hits'","b'Al Di Meola'",0.0,246.72608,9,220.739,3,"b'Sequencer'",1983
28634,"b'Allennig IV'","b'Dani\xc3\xabl Lohues'",0.0,220.76036,3,82.147,3,"b'Mecanicien in den vrumde'",2010
28635,"b'Ein Bisschen Mehr Herz'","b'Enno Bunger'",0.0,297.16853,10,153.523,4,"b'Weltuntergang'",2010
28636,"b'The Crew'","b'7 Seconds'",0.0,95.52934,9,101.963,1,"b"Here's Your Warning (Live)"",1994
28637,"b'Due Anni Dopo'","b'Francesco Guccini'",0.0,215.71873,5,125.075,3,"b'Primavera Di Praga (1996 Digital Remaster)'",1970
28638,"b'Detroit Beatdown Sessions 2: Caterpillar ep'","b'Malik Alston'",0.0,328.46322,8,118.03,4,"b'Bussem'",0
28639,"b'Calabria'","b'Otello Profazio'",0.0,198.24281,1,127.028,5,"b'Lu Briganti Musulinu'",0
28640,"b'At Least That Much Was True'","b'Jeff Talmadge'",0.0,270.10567,7,93.602,4,"b'Chet Baker Street (Bounus Track)'",0
28641,"b'Dat Woopty Woop'","b'Soopafly featuring Tray Deee from the Eastsidaz'",0.0,268.35546,6,95.798,4,"b'Hell Ya'",0
28642,"b'Rock The Dog'","b'Mobbing'",0.0,473.49506,1,85.33,1,"b'Open Legs'",2007
28643,"b"Dave's True Story [version 2002]"","b"Dave's True Story"",0.0,296.30649,0,110.074,4,"b'Joey'",0
28644,"b'The Music Of Kentucky: Early American Rural Classics 1927-37_ Vol. 2'","b'John Hammond_ Jr.'",0.0,186.04363,7,141.625,1,"b'Purty Polly'",0
28645,"b'The Essential Floyd Cramer'","b'Floyd Cramer'",0.0,126.14485,5,147.527,1,"b'All Keyed Up'",1995
28646,"b"Don't Be Mistaken"","b'Agression'",0.0,84.24444,5,207.756,1,"b'Secret Sex'",1983
28647,"b'Red'","b'Eliza Carthy'",0.0,356.41424,2,89.701,4,"b"Greenwood Laddie / Mrs. Capron's Reel / Tune"",1998
28648,"b'Black Satin Vol1'","b'Frank Chacksfield'",0.0,151.92771,10,111.324,1,"b'Barbiroussa'",0
28649,"b'Best of The Shangri-Las'","b'The Shangri-Las'",0.0,169.97832,1,84.277,3,"b'Leader of the Pack'",1964
28650,"b'Reggaeton Diamond Collection'","b'Johnny Prez'",0.0,244.06159,8,102.024,4,"b'El Drag\xc3\xb3n'",0
28651,"b'Rarities & B-Sides'","b'Adonis'",0.0,374.56934,10,127.885,4,"b"We're Rocking Down the House (Basement Jaxx Mix)"",2000
28652,"b'All Over The World'","b'Dennis Bovell'",0.0,197.32853,6,133.517,4,"b'Lovers Rock'",0
28653,"b'Translations'","b'Samon Kawamura'",0.0,209.97179,0,93.034,5,"b'Black Star'",2007
28654,"b'One Step Closer'","b'S Club Juniors'",0.0,203.57179,3,87.011,4,"b'Together'",2002
28655,"b'Reggae Best'","b'Cimarons'",0.0,261.25016,0,103.111,4,"b'People Say'",0
28656,"b'Album 1994'","b'Subway To Sally'",0.0,379.16689,0,143.289,1,"b'Barleycorn'",1994
28657,"b'Robot Eon'","b'Eon'",0.0,136.80281,0,72.024,3,"b'ROBOT EON'",0
28658,"b'Building Blocks EP'","b'Broadcast 2000'",0.0,130.42893,1,160.436,3,"b'Over Soon'",2007
28659,"b'Headlock'","b'Esser'",0.0,262.97424,4,226.073,7,"b'Maybe In The Morning'",0
28660,"b'Art of Survival'","b'I_ Synthesist'",0.0,1200.92689,1,107.005,1,"b'The Overlook'",2007
28661,"b'BUDOKAN! (30th Anniversary)'","b'Cheap Trick'",0.0,237.58322,9,140.399,1,"b'Auf Wierdersehen'",0
28662,"b'This Mystic Decade / Hi-Lites - Single'","b'Hot Snakes'",0.0,139.41506,1,151.783,4,"b'This Mystic Decade'",2004
28663,"b'The Essential Ozzy Osbourne'","b'Ozzy Osbourne'",0.0,306.36363,1,129.757,4,"b'No Easy Way Out'",2001
28664,"b'23 Skidoo'","b'23 Skidoo'",0.0,398.18404,2,100.136,4,"b'Interzonal'",0
28665,"b'Feel So Good [UK Album]'","b'Sean Ensign'",0.0,239.5424,5,105.017,4,"b'Put Your Hands On Me'",0
28666,"b'The Scientist At King Tubbys'","b'The Scientist'",0.0,158.6673,9,120.631,4,"b'No Entry'",0
28667,"b'Layo and Bushwacka! - Rio'","b'Kenny Larkin'",0.0,119.58812,1,128.155,4,"b'We Shall Overcome'",0
28668,"b'The Collection'","b'Con Funk Shun'",0.0,299.25832,5,131.832,4,"b'Give Your Love To Me'",0
28669,"b'Canned Heat Selected Favorites'","b'Canned Heat'",0.0,213.99465,11,87.365,3,"b'Hot Money - Original'",0
28670,"b'The Grace Jones Story'","b'Grace Jones'",0.0,228.80608,10,116.695,4,"b'The Hunter Gets Captured By The Game'",1980
28671,"b"Satan's Little Pet Pig"","b"Demon's Claws"",0.0,174.07955,7,95.844,4,"b'1_000 Rounds'",2007
28672,"b'Gamers'","b'The Conscious Daughters'",0.0,226.42893,2,86.983,4,"b'All Caught Up'",1996
28673,"b'17 Again'","b'Rolfe Kent'",0.0,213.36771,4,104.767,3,"b'I Lost My Way'",0
28674,"b'...And Then There Was X'","b'DMX'",0.0,39.6273,2,104.859,3,"b'A Lot To Learn'",1999
28675,"b'Animalitos'","b'Hidrogenesse'",0.0,195.13424,1,76.782,4,"b'Los Perezosos'",2007
28676,"b'Onnelliset Kohtaa'","b'Scandinavian Music Group'",0.0,156.73424,9,88.076,4,"b'Luoksesi'",2002
28677,"b'Brigitte Kaandorp'","b'Brigitte Kaandorp'",0.0,314.85342,2,103.285,5,"b'Jodeln'",0
28678,"b"You've Got Me Now"","b'Cleve Francis'",0.0,224.02567,2,110.502,4,"b"What I Wouldn't Give"",0
28679,"b'I Wonder Where You Are Tonight'","b'Del McCoury'",0.0,137.19465,11,103.076,4,"b'A Beautiful Life'",1993
28680,"b'The Unexpected'","b'Beautiful Sin'",0.0,233.74322,1,118.117,4,"b"I'm Real"",2006
28681,"b'Only DBS Is Pure Bodybilly'","b'DBS'",0.0,19.77424,3,111.368,4,"b'Intro'",0
28682,"b'Extravaganza The Recutz'","b'Greg Kobe'",0.0,378.30485,4,136.007,4,"b'Extravaganza'",0
28683,"b'Tag Eins nach Dir'","b'Rapsoul'",0.0,188.55138,2,104.997,4,"b'Zu wenig Zeit'",0
28684,"b'Original Album Classics'","b'Cheap Trick'",0.0,292.57098,9,116.418,4,"b"Takin' Me Back"",1978
28685,"b'War Child - Heroes Vol.1'","b'Yeah Yeah Yeahs'",0.0,155.48036,9,187.876,4,"b'Sheena Is A Punk Rocker'",2009
28686,"b'The Brain Police'","b'The Brain Police'",0.0,226.53342,5,145.753,1,"b"I'd Rather See You Dead"",0
28687,"b'Special Dany Dan_ Vol. 2'","b'Dany Dan'",0.0,213.57669,2,94.893,4,"b'Freestyle (feat. Disiz_ Moda)'",0
28688,"b'Everything In Between'","b'Matt Wertz'",0.0,207.3073,5,129.993,4,"b'Naturally'",2006
28689,"b'The Very Best Of The Barron Knights'","b'Barron Knights'",0.0,199.60118,2,138.609,4,"b'A Cold In My Nose'",0
28690,"b"Where I Find My Heaven (The Singles Album) & Flippin' Out"","b'Gigolo Aunts'",0.0,229.22404,9,128.057,4,"b'Cope'",1993
28691,"b'Creepy Tales For Freaky Children'","b'Mechanical Poet'",0.0,211.43465,2,86.02,4,"b'Once Upon A Day'",2007
28692,"b'Firetower'","b'The Flesh'",0.0,196.12689,0,122.011,4,"b'Compulsion'",0
28693,"b'Dave Grusin Presents GRP All-Star Big Band Live!'","b'GRP All-Star Big Band'",0.0,420.20526,5,100.059,4,"b'Sister Sadie'",1992
28694,"b'The Platinum Collection'","b'Carlene Carter'",0.0,235.7024,0,175.916,4,"b'Me and the Wildwood Rose (Album Version)'",0
28695,"b'Frontiera'","b'Aes Dana'",0.0,176.37832,11,100.592,4,"b'Women Of Ireland'",0
28696,"b'Super Hits'","b'THE THREE DEGREES'",0.0,206.15791,9,120.54,3,"b'Take Good Care Of Yourself'",1975
28697,"b'The Savoy Blues_ Vol. 4'","b'Robert Lockwood_ Jr.'",0.0,326.21669,2,98.745,3,"b'Selfish Ways'",0
28698,"b'Brigade Mondaine 3 (Vaudou Aux Cara\xc3\xafbes)'","b'Cerrone'",0.0,126.58893,2,90.937,4,"b'Desertion (Suite)'",0
28699,"b'For Your Entertainment (Deluxe Version)'","b'Adam Lambert'",0.0,228.23138,0,131.088,5,"b'If I Had You'",2009
28700,"b"Un Poquito Quema'o"","b'Sergent Garcia'",0.0,215.48363,7,105.126,4,"b'Oye Mi Bomba'",1997
28701,"b'Mozart: Quatuors d\xc3\xa9di\xc3\xa9s \xc3\xa0 Haydn & "Les Dissonances'","b'Quatuor mosa\xc3\xafques'",0.0,489.89995,5,91.368,3,"b'Dissonance Quartet in C major'",0
28702,"b'Sweden We Got A Problem'","b'Quit Your Dayjob'",0.0,81.55383,6,117.427,1,"b'Cities Suck'",2005
28703,"b'Live At Chasse'","b'Racoon'",0.0,228.67546,8,119.9,4,"b'Clean Again'",0
28704,"b'Lentoon'","b'Gimmel'",0.0,231.07873,2,128.967,4,"b'S\xc3\xa4 oot mulle'",2002
28705,"b'Undone'","b'MercyME'",0.0,219.84608,5,147.937,4,"b'Homesick'",2004
28706,"b'Destruktive Vokaler'","b'Peter Sommer'",0.0,237.84444,5,101.93,4,"b'8-6-6-0'",2006
28707,"b'Intimacy - Remixed'","b'Bloc Party'",0.0,261.90322,5,229.734,5,"b'Ion Square'",2008
28708,"b"Jumpin' & Jivin'"","b'Cab Calloway And His Orchestra'",0.0,195.99628,6,111.868,4,"b"Doin' the New London Down"",0
28709,"b'Too Slow for Love'","b'Constantines'",0.0,175.12444,9,116.216,1,"b'Shower of Stones (Alternate  Version)'",2009
28710,"b'Complete Tv Studio Recordings'","b'Art Pepper'",0.0,191.11138,8,82.842,3,"b'Over The Rainbow'",1977
28711,"b'Keep It Slow'","b'Low Motion Disco'",0.0,270.47138,8,79.868,3,"b'Born On The Low Wind'",2008
28712,"b'Chicago Beat (1970-1973) (Blues Reference)'","b'The Aces'",0.0,216.08444,2,128.162,4,"b'Blue Shadows'",0
28713,"b'Amazing Grace'","b'Corinna May'",0.0,143.33342,2,118.242,3,"b'Amazing Grace'",0
28714,"b'El Bebop Kid & Friends'","b'Freddy Fender'",0.0,142.18404,9,112.131,4,"b"Rock A Beatin' Boogie"",0
28715,"b'Bill Justis Selected Hits'","b'Bill Justis'",0.0,155.74159,5,104.784,4,"b'Cattywampus - Original'",0
28716,"b'En Estos Dias Inciertos...'","b'Celtas Cortos'",0.0,285.02159,7,198.079,7,"b'En Estos Dias Inciertos'",2001
28717,"b'Analogue'","b'Dynamo Productions'",0.0,289.88036,8,89.992,4,"b'Think'",0
28718,"b'2006 (Some Music Pt.2)'","b'Count Bass D'",0.0,131.26485,0,180.225,4,"b'Organ Playa'",2004
28719,"b'Istanbul'","b'Wax Poetic'",0.0,222.56281,1,115.226,5,"b'Keyif  The Relaxed Minute'",2007
28720,"b'New Moon'","b'Swallow The Sun'",0.0,403.61751,0,150.167,3,"b'These Woods Breathe Evil'",2009
28721,"b'Hello World - The Motown Solo Collection'","b'Michael Jackson'",0.0,179.22567,3,196.521,7,"b"Girl You're So Together"",1984
28722,"b'Irv Gotti Presents The Murderers'","b'The Murderers'",0.0,132.362,10,151.819,5,"b'The 187 Murda Baptist Church Picnic'",0
28723,"b'Who are these maked men ?'","b'Doug Sahm and the Texas Mavericks'",0.0,141.92281,10,170.381,1,"b'Redneck rock'",0
28724,"b'Magic Two'","b'Jorma Kaukonen'",0.0,242.9122,3,89.834,3,"b'Police Dog Blues'",0
28725,"b'L\xc3\xa4pi Y\xc3\xb6n'","b'Kristian Meurman'",0.0,302.18404,9,167.939,4,"b'Kaikki on niin jees'",2008
28726,"b'Episode One Children Of Harlem'","b'Gary Bartz'",0.0,533.34159,5,110.466,3,"b'Ezekial Saw The Wheel'",0
28727,"b'Use Your Illusion II'","b"Guns N' Roses"",0.0,203.04934,8,190.871,4,"b'Shotgun Blues'",1991
28728,"b'Logo'","b'Kevin Johansen'",0.0,259.97016,9,94.67,1,"b'Ese Lunar'",2007
28729,"b'Take Me Back'","b'Story Of The Year'",0.0,324.20526,4,203.665,3,"b'And The Hero Will Drown (Live Album Version-Single Edit)'",0
28730,"b'Piya Ghar Aaya Vol. 36'","b'Ustad Nusrat Fateh Ali Khan'",0.0,818.33751,6,183.503,4,"b'Ali Da Malang'",0
28731,"b'Red Army'","b'Uoki-Toki'",0.0,131.70893,5,143.06,4,"b'Noviy God'",0
28732,"b'Peter And Gordon (1966) Plus'","b'Peter And Gordon'",0.0,157.28281,8,137.003,4,"b'The Knight In Rusty Armour (2003 Digital Remaster) (Mono)'",0
28733,"b'None So Live'","b'Cryptopsy'",0.0,259.60444,4,100.338,1,"b'Shroud'",2000
28734,"b'The Piper At The Gates of Dawn'","b'Pink Floyd'",0.0,188.36853,7,141.536,1,"b'Lucifer Sam (Mono) (2007 Digital Remaster)'",1967
28735,"b'Growing Pains'","b'John Smith'",0.0,259.68281,10,95.022,4,"b'Take A Look'",0
28736,"b'Sugar Sugar'","b'Diving With Andy'",0.0,179.87873,9,164.038,5,"b'Kate Weal_ Johnny Call & Mr Rose'",2009
28737,"b'Back Of My Mind'","b'Christopher Cross'",0.0,253.54404,1,128.235,4,"b'I Will (Take You Forever) (Album Version)'",0
28738,"b'Rum & Coke'","b'Dub Pistols feat. Gregory Isaacs & Rodney P'",0.0,247.37914,6,169.947,4,"b'Six Months'",2009
28739,"b'18 Til I Die'","b'Bryan Adams'",0.0,209.71057,7,116.755,4,"b'18 Til I Die'",1996
28740,"b'(Just) Me and You'","b'New Vision'",0.0,418.01098,6,129.959,4,"b'(Just) Me and You [New Intro Mix]'",1999
28741,"b'Hitch - Music From The Motion Picture'","b'John Legend'",0.0,284.9171,2,84.658,1,"b"Don't You Worry 'Bout A Thing"",2005
28742,"b'As the Roots Undo'","b'Circle Takes the Square'",0.0,309.7073,4,138.254,4,"b'Interview at the Ruins'",2004
28743,"b'Poland - 20 Great Polkas'","b'Frankie Yankovic'",0.0,130.95138,8,127.866,4,"b"She's A Good Little GIrl"",0
28744,"b'Strictly Lovers Rock Vol. 2'","b'Anthony Q'",0.0,239.28118,3,160.129,4,"b'Early This Morning'",0
28745,"b'The Complete Led Zeppelin'","b'Led Zeppelin'",0.0,294.3473,4,161.906,4,"b'Black Dog (2007 Remastered Single/ LP Version)'",0
28746,"b'This Is The Moody Blues'","b'The Moody Blues'",0.0,305.00526,1,132.418,4,"b'Melancholy Man'",1970
28747,"b'Too Daze Gone..'","b'Swedish Erotica'",0.0,248.37179,7,138.958,1,"b'Can You Stand The Heat (1988)'",0
28748,"b"Derni\xc3\xa8re Chance d'\xc3\xaatre disque d'or (Edition Sp\xc3\xa9ciale: nouvel album + best of 5 titres)"","b'Oldelaf et Monsieur D'",0.0,253.64853,2,120.068,4,"b'Barres technos'",2009
28749,"b"A L'ombre du Showbusiness"","b'Kery James'",0.0,218.56608,3,86.107,4,"b'Encore Feat Chauncey Black'",0
28750,"b'One Plus One Is One'","b'Badly Drawn Boy'",0.0,204.59057,7,137.538,4,"b'Life Turned Upside Down'",2004
28751,"b'He Perdido Los Zapatos'","b'Nena Daconte'",0.0,145.84118,4,94.003,4,"b'No Paraba De Llover'",2006
28752,"b'A Night To Remember'","b'Shalamar'",0.0,226.89914,7,90.026,3,"b'Ooh Baby Baby'",2008
28753,"b'Farewell to the Familiar'","b'Slow Coming Day'",0.0,219.42812,4,185.964,4,"b'Pages Yet To Be Written  (Slow Day Coming Album Version)'",0
28754,"b'Brown Street'","b'Joe Zawinul'",0.0,486.50404,8,211.632,3,"b'A Remark You Made'",2006
28755,"b'This Mystery'","b'Nichole Nordeman'",0.0,228.25751,1,96.992,4,"b'As (This Mystery Album Version)'",2000
28756,"b'Broadcasting'","b'Comeback Kid'",0.0,233.56036,6,90.373,4,"b'Broadcasting... (Album Version)'",0
28757,"b'Precious Time'","b'Human Zoo'",0.0,385.2273,7,131.859,4,"b'In The Rain (Acoustic Version)'",0
28758,"b"You're Lucky To Have Friends Like Us"","b'Shit and Shine'",0.0,231.10485,0,130.895,4,"b'I Could Make You Be A Woman'",2006
28759,"b"Let's Get to Second"","b'Chomsky'",0.0,222.6673,4,123.987,4,"b'Animal'",2004
28760,"b'Molotov'","b'Ground Zero System'",0.0,257.25342,6,144.011,4,"b'Hasten The End Of Days'",2008
28761,"b'1'","b'Juliet Jonesin Sydan'",0.0,167.41832,9,127.568,1,"b'Mustasukkainen'",1985
28762,"b"Beau Brummels '66"","b'The Beau Brummels'",0.0,115.90485,2,96.324,4,"b'Bang Bang (LP Version)'",0
28763,"b'Best of Zydeco Instrumentals'","b'Zydeco All-Stars'",0.0,244.4273,5,127.659,4,"b"If It's Good for the Gander"",0
28764,"b'Interface'","b'Heldon'",0.0,128.39138,5,188.629,4,"b'Interface (Part 2)'",1977
28765,"b'Now It Is Christmas Again'","b'Garrison Keillor'",0.0,138.4224,7,97.701,3,"b'Nu Ar Det Jul Igen'",0
28766,"b'The Fallen'","b'My Endeavour'",0.0,237.26975,8,120.153,4,"b'The Fallen'",0
28767,"b'Motley Crue - Loud as Fuck'","b'M\xc3\xb6tley Cr\xc3\xbce'",0.0,221.83138,0,163.546,4,"b'All In The Name Of...'",1987
28768,"b'Genik'","b'Molella'",0.0,355.83955,2,137.957,4,"b'Genik'",2000
28769,"b'Heaven & Earth'","b'Kitaro'",0.0,47.35955,3,115.281,4,"b'V.C. Bonfire'",1993
28770,"b'Strange We Should Meet Here'","b'Idiot Pilot'",0.0,220.31628,7,147.232,4,"b'Sparkplug (Album Version)'",2005
28771,"b"Music From The Motion Picture Bruce Brown's The Endless Summer II"","b'Gary Hoey'",0.0,234.86649,8,97.448,4,"b'Riptide (Album Version)'",0
28772,"b'The Abuse Technique'","b'Edgey'",0.0,251.32363,10,66.657,5,"b'My Tactic - Vengeance'",2006
28773,"b'Live And Loud'","b'Exploited'",0.0,149.2371,2,158.629,4,"b"Let's Start A War"",1989
28774,"b'Trece historias'","b'CARMEN 113'",0.0,296.75057,7,104.06,4,"b'Frozen'",0
28775,"b'Toots In Memphis'","b'Toots Hibbert'",0.0,238.10567,7,89.608,4,"b"(I've Got) Dreams To Remember"",1988
28776,"b"The Best Of Cannon's Jug Stompers"","b"Cannon's Jug Stompers"",0.0,198.29506,0,130.333,1,"b'Big Railroad Blues'",0
28777,"b'Through the Panama'","b'Sightings'",0.0,251.81995,11,118.939,4,"b'Debt Depths'",2007
28778,"b'Phase 3'","b'Beatnik Filmstars'",0.0,168.07138,1,188.162,4,"b'Favourite Stuff'",0
28779,"b'Introducing Townes Van Zandt Via The Great Unknown'","b'Stephen Duffy_ The Lilac Time'",0.0,264.56771,10,111.873,4,"b'Pancho and Lefty'",0
28780,"b'Innovation The Album Mixed By Shy FX'","b'Andy C'",0.0,389.25016,1,168.368,3,"b'Roll On'",0
