id,ltable_ID,rtable_ID,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
10582,b696907,a24681,Ghosts,Laura Marling,2008,Ghosts,Laura Marling,2008
10587,b752864,a24682,Cross Your Fingers,Laura Marling,2008,Cross Your Fingers,Laura Marling,2008
10590,b572968,a24708,Fear Loves This Place,Julian Cope,1992,Fear Loves This Place,Julian Cope,1992
10595,b175649,a24716,Kyynel,Maj Karma,2004,Kyynel,Maj Karma,2004
10598,b243099,a24719,Beat It,Fall Out Boy,2008,Beat It,Fall Out Boy-John Mayer,2008
10601,b217188,a24749,Cellphone's Dead,Beck,2006,Cellphone's Dead,Beck,2006
10604,b691,a24763,Wardance,Killing Joke,1979,Wardance,Killing Joke,1980
10608,b772855,a24800,Rukous,Maj Karma,2006,Rukous,Maj Karma,2006
10613,b621812,a24845,What A Wonderful World,Nick Cave/Shane MacGowan,0,What a Wonderful World,Nick Cave-Shane MacGowan,1992
10618,b208610,a24870,Requiem,Killing Joke,1980,Requiem,Killing Joke,1980
10620,b355408,a24871,Follow the Leaders,Killing Joke,1981,Follow the Leaders,Killing Joke,1981
10621,b548470,a24872,Empire Song,Killing Joke,1982,Empire Song,Killing Joke,1982
10623,b722711,a24881,The Man With The Child In His Eyes,Kate Bush,1978,The Man With the Child in His Eyes,Kate Bush,1978
10625,b331020,a24882,Hammer Horror,Kate Bush,1978,Hammer Horror,Kate Bush,1978
10626,b492089,a24883,Wow,Kate Bush,1978,Wow,Kate Bush,1979
10636,b236189,a24911,Initials B.B.,Mick Harvey,1995,Initials B.B.,Mick Harvey,1995
10641,b131146,a24966,Harley Davidson,Mick Harvey,1995,Harley Davidson,Mick Harvey,1996
10642,b690825,a24990,Don't Go Lose It Baby,Hugh Masekela,1984,Don't Go Lose It Baby,Hugh Masekela,1984
10643,b182282,a25000,Eighties,Killing Joke,1984,Eighties,Killing Joke,1984
10645,b355005,a25001,A New Day,Killing Joke,1984,A New Day,Killing Joke,1984
10646,b681407,a25028,For Lovers,Wolfman featuring Pete Doherty,2004,For Lovers,Wolfman-Peter Doherty,2004
10647,b507642,a25063,Lex,Ratatat,2006,Lex,Ratatat,2006
10649,b454775,a25064,Loud Pipes,Ratatat,2006,Loud Pipes,Ratatat,2007
10650,b196119,a25066,Shempi,Ratatat,2008,Shempi,Ratatat,2008
10652,b321845,a25092,Def.Con.One,Pop Will Eat Itself,1989,Def.Con.One,Pop Will Eat Itself,1988
10653,b276798,a25093,Can U Dig It?,Pop Will Eat Itself,1989,Can U Dig It?,Pop Will Eat Itself,1989
10656,b348521,a25094,Wise Up Sucker,Pop Will Eat Itself,2009,Wise Up! Sucker,Pop Will Eat Itself,1989
10659,b811962,a25109,Their Way,Littl'ans,2005,Their Way,Littl'ans-Peter Doherty,2005
10660,b503980,a25121,Enola Gay,Orchestral Manoeuvres In The Dark,1980,Enola Gay,Orchestral Manoeuvres in the Dark,1980
10662,b393420,a25127,Mirando,Ratatat,2008,Mirando,Ratatat,2009
10663,b379054,a25128,Pursuit Of Happiness,Kid Cudi / MGMT / Ratatat,0,Pursuit of Happiness,Kid Cudi-MGMT-Ratatat,2010
10664,b731692,a25129,Party With Children,Ratatat,2010,Party With Children,Ratatat,2010
10665,b467619,a25130,Drugs,Ratatat,2010,Drugs,Ratatat,2010
10671,b710533,a25132,Change,Killing Joke,1980,Change,Killing Joke,1992
10672,b567487,a25134,Millenium,Killing Joke,0,Millennium,Killing Joke,1994
10678,b517074,a25165,Kill Your Darlings,Soulwax,1996,Kill Your Darlings,Soulwax,1996
10680,b15831,a25177,Karmadrome,Pop Will Eat Itself,1992,Karmadrome,Pop Will Eat Itself,1992
10682,b320319,a25178,Bulletproof!,Pop Will Eat Itself,1992,Bulletproof!,Pop Will Eat Itself,1992
10683,b811099,a25182,Something About You,Level 42,1985,Something About You,Level 42,1985
10687,b699473,a25183,Children Say,Level 42,1987,Children Say,Level 42,1987
10690,b631570,a25185,Lessons In Love,Level 42,1986,Lessons in Love,Level 42,1987
10691,b494983,a25186,To Be With You Again,Level 42,1987,To Be With You Again,Level 42,1987
10694,b313471,a25236,Mr. Brightside,The Killers,2003,Mr. Brightside,The Killers,2003
10696,b59429,a25259,Get The Girl! Kill The Baddies!,Pop Will Eat Itself,1992,Get the Girl! Kill the Baddies!,Pop Will Eat Itself,1992
10698,b432637,a25264,Tracie,Level 42,1988,Tracie,Level 42,1989
10700,b762940,a25289,Mandinka,Sin\xc3\xa9ad O'Connor,1987,Mandinka,Sinéad O’Connor,1987
10706,b2646,a25332,Muscles,The Membranes,1982,Muscles,The Membranes,1982
10709,b20548,a25345,Somebody Told Me,The Killers,2004,Somebody Told Me,The Killers,2004
10714,b139908,a25346,All These Things That I've Done,The Killers,2004,All These Things That I've Done,The Killers,2004
10717,b110717,a25347,Smile Like You Mean It,The Killers,2003,Smile Like You Mean It,The Killers,2005
10721,b775180,a25348,When You Were Young,The Killers,2006,When You Were Young,The Killers,2006
10727,b300633,a25349,E Talking,Soulwax,2004,E Talking,Soulwax,2005
10728,b280238,a25354,Silver Rocket,Sonic Youth,1988,Silver Rocket,Sonic Youth,1988
10729,b107815,a25356,Axe of Men 2010,Pop Will Eat Itself,0,Axe of Men 2010,Pop Will Eat Itself,2010
10731,b197136,a25362,Secret,Orchestral Manoeuvres In The Dark,1984,Secret,Orchestral Manoeuvres in the Dark,1985
10738,b367421,a25402,Mercy Seat,Ultra Vivid Scene,1988,Mercy Seat,Ultra Vivid Scene,1989
10739,b783243,a25415,The Emperor's New Clothes,Sin\xc3\xa9ad O'Connor,1990,The Emperor's New Clothes,Sinéad O’Connor,1990
10741,b264856,a25416,Three Babies,Sin\xc3\xa9ad O'Connor,1990,Three Babies,Sinéad O’Connor,1990
10771,b379774,a25482,Read My Mind,The Killers,2006,Read My Mind,The Killers,2006
10774,b394151,a25483,For Reasons Unknown,The Killers,2006,For Reasons Unknown,The Killers,2007
10775,b366898,a25485,Human,The Killers,2008,Human,The Killers,2008
10792,b581247,a25486,Kool Thing,Sonic Youth,1990,Kool Thing,Sonic Youth,1990
10796,b783871,a25489,Youth Against Fascism,Sonic Youth,1992,Youth Against Fascism,Sonic Youth,1992
10803,b560123,a25508,Dreams,The Cranberries,1992,Dreams,The Cranberries,1992
10804,b632929,a25509,Linger,The Cranberries,1993,Linger,The Cranberries,1993
10809,b668877,a25510,Zombie,The Cranberries,1994,Zombie,The Cranberries,1994
10813,b325519,a25511,Ode To My Family,The Cranberries,1994,Ode to My Family,The Cranberries,1994
10815,b672017,a25512,I Can't Be With You,The Cranberries,1994,I Can't Be With You,The Cranberries,1995
10816,b5453,a25533,Nick The Stripper,The Birthday Party,1981,Nick the Stripper,The Birthday Party,1981
10826,b269808,a25537,Let's Take The Long Way Home,The Beautiful Girls,2005,Let's Take the Long Way Home,The Beautiful Girls,2005
10835,b609413,a25572,Don't Cry For Me Argentina,Sin\xc3\xa9ad O'Connor,1992,Don't Cry for Me Argentina,Sinéad O’Connor,1992
10836,b312303,a25573,You Made Me The Thief Of Your Heart,Sinead O'Connor,1994,You Made Me the Thief of Your Heart,Sinéad O’Connor,1994
10837,b81305,a25574,Fire On Babylon,Sin\xc3\xa9ad O'Connor,1994,Fire on Babylon,Sinéad O’Connor,1994
10861,b606805,a25589,Spaceman,The Killers,2008,Spaceman,The Killers,2008
10867,b573342,a25591,The World We Live In,The Killers,2008,The World We Live In,The Killers,2009
10870,b335248,a25594,Sugar Kane,Sonic Youth,1992,Sugar Kane,Sonic Youth,1993
10871,b654454,a25607,Ridiculous Thoughts,The Cranberries,1994,Ridiculous Thoughts,The Cranberries,1995
10873,b551573,a25608,Salvation,The Cranberries,1996,Salvation,The Cranberries,1996
10878,b508105,a25609,When You're Gone,The Cranberries,1996,When You're Gone,The Cranberries,1996
10880,b128351,a25613,She Is Beyond Good And Evil,The Pop Group,1979,She Is Beyond Good and Evil,The Pop Group,1979
10881,b679262,a25629,Wide Open Road,The Triffids,0,Wide Open Road,The Triffids,1986
10882,b82061,a25653,Tristessa,The Smashing Pumpkins,1990,Tristessa,The Smashing Pumpkins,1990
10888,b158154,a25671,Haunted,Shane MacGowan And The Popes,1995,Haunted,Shane MacGowan-Sinéad O’Connor,1995
10889,b555629,a25685,Runaways,The Outrunners,2009,Runaways,The Killers,2012
10890,b435502,a25692,The Diamond Sea,Sonic Youth,1995,The Diamond Sea,Sonic Youth,1995
10895,b143765,a25704,Everybody's Fool,Teenage Fanclub,1990,Everybody's Fool,Teenage Fanclub,1990
10898,b88397,a25719,Dress,P J Harvey,1991,Dress,PJ Harvey,1991
10899,b454761,a25720,Hollywood,The Cranberries,1996,Hollywood,The Cranberries,1997
10906,b575280,a25721,Promises,The Cranberries,1999,Promises,The Cranberries,1999
10916,b457124,a25722,Animal Instinct,The Cranberries,1999,Animal Instinct,The Cranberries,1999
10919,b361386,a25734,Young Adult Friction,The Pains Of Being Pure At Heart,2009,Young Adult Friction,The Pains of Being Pure at Heart,2009
10920,b557847,a25736,Higher Than the Stars,The Pains Of Being Pure At Heart,2009,Higher Than the Stars,The Pains of Being Pure at Heart,2009
10921,b488956,a25760,Rocket,The Smashing Pumpkins,1993,Rocket,The Smashing Pumpkins,1994
10923,b530699,a25761,Bullet With Butterfly Wings,The Smashing Pumpkins,1994,Bullet With Butterfly Wings,The Smashing Pumpkins,1995
10925,b769912,a25762,1979,The Smashing Pumpkins,1995,1979,The Smashing Pumpkins,1996
10926,b443209,a25766,Make It Mine,The Shamen,1990,Make It Mine,The Shamen,1990
10929,b631589,a25779,Tears From The Moon,Conjure One,2002,Tears From the Moon,Conjure One-Sinéad O’Connor,2002
10931,b139634,a25796,Love Buzz,Nirvana,0,Love Buzz,Nirvana,1988
10932,b718827,a25798,Ceremony,New Order,1981,Ceremony,New Order,1981
10933,b455152,a25800,Learnalilgivinanlovin,Gotye,2006,Learnalilgivinanlovin,Gotye,2008
10936,b198100,a25806,Killamangiro,Babyshambles,2004,Killamangiro,Babyshambles,2004
10940,b151821,a25822,So Lonely,The Police,1978,So Lonely,The Police,1978
10949,b36963,a25823,Can't Stand Losing You,The Police,1978,Can't Stand Losing You,The Police,1978
10956,b648956,a25824,Roxanne,The Police,1978,Roxanne,The Police,1978
10959,b108997,a25829,Jumping Someone Else's Train,The Cure,1979,Jumping Someone Else’s Train,The Cure,1979
10960,b625939,a25830,A Forest,The Cure,1980,A Forest,The Cure,1980
10961,b501993,a25831,Primary,The Cure,1981,Primary,The Cure,1981
10965,b116804,a25834,Everything Flows,Teenage Fanclub,1990,Everything Flows,Teenage Fanclub,1991
10967,b266321,a25835,Star Sign,Teenage Fanclub,1991,Star Sign,Teenage Fanclub,1991
10969,b576672,a25836,The Concept,Teenage Fanclub,1991,The Concept,Teenage Fanclub,1991
10974,b767728,a25852,Underneath Your Clothes,Shakira,2001,Underneath Your Clothes,Shakira,2002
10976,b767728,a25853,Underneath Your Clothes,Shakira,2001,Underneath Your Clothes,Shakira,2002
10978,b519531,a25854,Objection (Tango),Shakira,2001,Objection (Tango),Shakira,2002
10980,b143522,a25856,The One,Shakira,2001,The One,Shakira,2003
10987,b135344,a25882,Man-Size,PJ Harvey,1993,Man-Size,PJ Harvey,1993
10993,b36387,a25893,Analyse,The Cranberries,2001,Analyse,The Cranberries,2001
10994,b108921,a25894,Time Is Ticking Out,The Cranberries,2001,Time Is Ticking Out,The Cranberries,2002
10996,b242672,a25895,This Is The Day,The Cranberries,2001,This Is the Day,The Cranberries,2002
11006,b267875,a25929,Perfect,The Smashing Pumpkins,1998,Perfect,The Smashing Pumpkins,1998
11008,b226354,a25930,Stand Inside Your Love,The Smashing Pumpkins,2000,Stand Inside Your Love,The Smashing Pumpkins,2000
11009,b263104,a25933,Ebeneezer Goode,The Shamen,1992,Ebeneezer Goode,The Shamen,1992
11010,b464485,a25950,Sliver,Nirvana,0,Sliver,Nirvana,1990
11014,b157042,a25953,Smells Like Teen Spirit,Nirvana,0,Smells Like Teen Spirit,Nirvana,1991
11016,b586890,a25954,Come As You Are,Nirvana,0,Come as You Are,Nirvana,1991
11020,b555567,a25964,Blue Monday,New Order,1983,Blue Monday,New Order,1983
11025,b365578,a26001,Never Stop,Echo And The Bunnymen,0,Never Stop,Echo & The Bunnymen,1983
11029,b179917,a26028,Albion,Babyshambles,2005,Albion,Babyshambles,2005
11043,b344257,a26067,The Bed's Too Big Without You,The Police,1979,The Bed's Too Big Without You,The Police,1980
11045,b8669,a26068,Don't Stand So Close To Me,The Police,1980,Don't Stand So Close to Me,The Police,1980
11049,b648433,a26070,Every Little Thing She Does Is Magic,The Police,1981,Every Little Thing She Does Is Magic,The Police,1981
11051,b749762,a26071,Invisible Sun,The Police,1981,Invisible Sun,The Police,1981
11054,b456542,a26072,Charlotte Sometimes,The Cure,1981,Charlotte Sometimes,The Cure,1981
11055,b172125,a26076,What You Do To Me,Teenage Fanclub,1991,What You Do to Me,Teenage Fanclub,1992
11063,b289136,a26078,Hang On,Teenage Fanclub,1993,Hang On,Teenage Fanclub,1993
11066,b98101,a26080,Mellow Doubt,Teenage Fanclub,1995,Mellow Doubt,Teenage Fanclub,1995
11067,b822360,a26081,Sparky's Dream,Teenage Fanclub,1995,Sparky's Dream,Teenage Fanclub,1995
11070,b43367,a26083,Burning Down The House,Talking Heads,1983,Burning Down the House,Talking Heads,1983
11072,b447273,a26086,And She Was,Talking Heads,1985,And She Was,Talking Heads,1985
11073,b718115,a26095,Don't Bother,Shakira,2005,Don't Bother,Shakira,2005
11074,b608759,a26117,That Was My Veil,John Parish / PJ Harvey,0,That Was My Veil,John Parish,1996
11076,b286287,a26119,A Perfect Day Elise,PJ Harvey,1998,A Perfect Day Elise,PJ Harvey,1998
11078,b469471,a26122,A Placed Called Home,PJ Harvey,0,A Place Called Home,PJ Harvey,2001
11094,b7133,a26146,Untitled,The Smashing Pumpkins,2001,Untitled,The Smashing Pumpkins,2001
11111,b113053,a26160,Lithium,Nirvana,1996,Lithium,Nirvana,1992
11114,b510182,a26163,Heart-Shaped Box,Nirvana,0,Heart‐Shaped Box,Nirvana,1993
11118,b516283,a26171,Loverman,Nick Cave & The Bad Seeds,1994,Loverman,Nick Cave & The Bad Seeds,1994
11120,b274510,a26172,Red Right Hand,Nick Cave & The Bad Seeds,1994,Red Right Hand,Nick Cave & The Bad Seeds,1994
11123,b716002,a26175,Somewhere,Tom Waits,1978,Somewhere,Tom Waits,1978
11130,b55187,a26178,The Perfect Kiss,New Order,1985,The Perfect Kiss,New Order,1985
11131,b808713,a26186,Pagan Lovesong,Virgin Prunes,1982,Pagan Lovesong,Virgin Prunes,1982
11133,b366219,a26192,Horchata,Vampire Weekend,2009,Horchata,Vampire Weekend,2009
11134,b388734,a26193,Cousins,Vampire Weekend,2009,Cousins,Vampire Weekend,2009
11135,b192211,a26194,Giving Up The Gun,Vampire Weekend,2010,Giving Up the Gun,Vampire Weekend,2010
11136,b803377,a26200,The Killing Moon,Echo And The Bunnymen,1984,The Killing Moon,Echo & The Bunnymen,1983
11139,b391228,a26202,Seven Seas,Echo And The Bunnymen,0,Seven Seas,Echo & The Bunnymen,1984
11144,b435212,a26232,Every Breath You Take,The Police,1983,Every Breath You Take,The Police,1983
11146,b247971,a26233,Wrapped Around Your Finger,The Police,1983,Wrapped Around Your Finger,The Police,1983
11151,b41978,a26234,Synchronicity II,The Police,1983,Synchronicity II,The Police,1983
11156,b237989,a26237,The Walk,The Cure,1983,The Walk,The Cure,1983
11162,b797352,a26240,The Caterpillar,The Cure,1984,The Caterpillar,The Cure,1984
11163,b2639,a26242,Neil Jung,Teenage Fanclub,1995,Neil Jung,Teenage Fanclub,1995
11164,b316555,a26243,Ain't That Enough,Teenage Fanclub,1997,Ain't That Enough,Teenage Fanclub,1997
11166,b155128,a26244,I Don't Want Control Of You,Teenage Fanclub,1997,I Don't Want Control of You,Teenage Fanclub,1997
11167,b603297,a26245,Start Again,Teenage Fanclub,1997,Start Again,Teenage Fanclub,1997
11168,b287529,a26246,I Need Direction,Teenage Fanclub,2000,I Need Direction,Teenage Fanclub,2000
11173,b250318,a26259,Beautiful Liar,Beyonce & Shakira,0,Beautiful Liar,Beyoncé-Shakira,2007
11176,b821454,a26260,She Wolf,Shakira,2009,She Wolf,Shakira,2009
11184,b774405,a26278,You Come Through,PJ Harvey,2004,You Come Through,PJ Harvey,2004
11188,b572791,a26280,When Under Ether,PJ Harvey,2007,When Under Ether,PJ Harvey,2007
11189,b113324,a26281,The Piano,PJ Harvey,2007,The Piano,PJ Harvey,2007
11192,b209210,a26315,China,Tori Amos,1992,China,Tori Amos,1992
11201,b205659,a26316,Winter,Tori Amos,1992,Winter,Tori Amos,1992
11203,b304773,a26317,Crucify,Tori Amos,1992,Crucify,Tori Amos,1992
11207,b437404,a26318,Cornflake Girl,Tori Amos,1994,Cornflake Girl,Tori Amos,1994
11210,b591992,a26323,Henry Lee,Nick Cave & The Bad Seeds,1996,Henry Lee,Nick Cave & The Bad Seeds,1996
11211,b822477,a26326,As I Sat Sadly By Her Side,Nick Cave & The Bad Seeds,2002,As I Sat Sadly by Her Side,Nick Cave & The Bad Seeds,2001
11212,b63981,a26327,Fifteen Feet Of Pure White Snow,Nick Cave & The Bad Seeds,0,Fifteen Feet of Pure White Snow,Nick Cave & The Bad Seeds,2001
11241,b79516,a26342,Bizarre Love Triangle '94,New Order,0,Bizarre Love Triangle,New Order,1986
11242,b184489,a26362,White Sky,Vampire Weekend,2010,White Sky,Vampire Weekend,2010
11249,b721979,a26393,Don't Stand So Close To Me '86,The Police,1986,Don't Stand So Close to Me '86,The Police,1986
11252,b366545,a26397,In Between Days,The Cure,1985,In Between Days,The Cure,1985
11253,b617880,a26399,Why Can't I Be You?,The Cure,1987,Why Can't I Be You?,The Cure,1987
11255,b250536,a26401,Just Like Heaven,The Cure,1987,Just Like Heaven,The Cure,1987
11259,b598058,a26403,Did I Say,Teenage Fanclub,2003,Did I Say,Teenage Fanclub,2002
11260,b451263,a26405,Fallen Leaves,Teenage Fanclub,2005,Fallen Leaves,Teenage Fanclub,2005
11262,b427723,a26415,Gypsy,Shakira,2009,Gypsy,Shakira,2010
11274,b692916,a26429,The Devil,PJ Harvey,2007,The Devil,PJ Harvey,2008
11276,b71064,a26430,Black Hearted Love,PJ Harvey / John Parish,0,Black Hearted Love,PJ Harvey-John Parish,2009
11288,b189974,a26484,Love Letter,Nick Cave & The Bad Seeds,0,Love Letter,Nick Cave & The Bad Seeds,2002
11289,b706746,a26485,Bring It On,Nick Cave,2003,Bring It On,Nick Cave & The Bad Seeds,2003
11290,b481591,a26487,Rock Of Gibraltar,Nick Cave & The Bad Seeds,2003,Rock of Gibraltar,Nick Cave & The Bad Seeds,2003
11293,b5574,a26488,Nature Boy,Nick Cave & The Bad Seeds,2004,Nature Boy,Nick Cave & The Bad Seeds,2004
11294,b223765,a26490,Wog,Cornershop,1995,Wog,Cornershop,1995
11295,b36804,a26492,Brimful Of Asha,Cornershop,1997,Brimful of Asha,Cornershop,1997
11297,b519349,a26498,Fine Time,New Order,1989,Fine Time,New Order,1988
11299,b347817,a26500,Run 2,New Order,1989,Run 2,New Order,1989
11304,b780731,a26512,Don't Let It Get You Down,Echo And The Bunnymen,0,Don’t Let It Get You Down,Echo & The Bunnymen,1997
11306,b435237,a26515,When The May Rain Comes,Current 93,1992,When the May Rain Comes,Current 93,2010
11318,b462291,a26524,Fascination Street,The Cure,1989,Fascination Street,The Cure,1989
11321,b597143,a26525,Lullaby,The Cure,1989,Lullaby,The Cure,1989
11332,b421250,a26526,Lovesong,The Cure,1989,Lovesong,The Cure,1989
11336,b36323,a26527,Pictures Of You,The Cure,1989,Pictures of You,The Cure,1990
11339,b614405,a26556,We Know Something You Don'T Know,DJ Format,0,We Know Something You Don't Know,DJ Format-Chali 2na-Akil,2003
11343,b104215,a26581,Ruff Ryders Anthem,DMX,2000,Ruff Ryders' Anthem,DMX,1998
11344,b94235,a26584,Party Up,DMX,1999,Party Up,DMX,2000
11345,b771181,a26590,High Noon,DJ Shadow,1997,High Noon,DJ Shadow,1997
11346,b459882,a26593,Professional Widow,Tori Amos,1996,Professional Widow,Tori Amos,1996
11351,b698821,a26597,More News From Nowhere,Nick Cave & The Bad Seeds,2008,More News From Nowhere,Nick Cave & The Bad Seeds,2008
11360,b150702,a26621,High,The Cure,1992,High,The Cure,1992
11362,b154135,a26623,A Letter To Elise,The Cure,1992,A Letter to Elise,The Cure,1992
11367,b234126,a26660,Breaker 1/9,Common,1992,Breaker 1/9,Common,1993
11373,b744300,a26676,Sex For The Sport,Channel Live,1995,Sex For The Sport,Channel Live,1995
11378,b199253,a26692,X Gon' Give It To Ya,DMX,2002,X Gon' Give It to Ya,DMX,2003
11379,b340860,a26695,Lord Give Me A Sign,DMX,2006,Lord Give Me a Sign,DMX,2006
11380,b354326,a26696,What Does Your Soul Look Like,DJ Shadow,0,What Does Your Soul Look Like,DJ Shadow,1997
11384,b543774,a26698,You Can't Go Home Again,DJ Shadow,2002,You Can't Go Home Again,DJ Shadow,2002
11385,b37189,a26699,Six Days,DJ Shadow / Mos Def,2002,Six Days,DJ Shadow,2002
11390,b679097,a26703,Raspberry Swirl,Tori Amos,1998,Raspberry Swirl,Tori Amos,1998
11391,b635526,a26713,Mint Car,The Cure,1996,Mint Car,The Cure,1996
11393,b531456,a26721,Busy,Jawbreaker,1989,Busy,Jawbreaker,1989
11394,b490741,a26730,Animal Rap,Jedi Mind Tricks,2003,Animal Rap,Jedi Mind Tricks-Kool G Rap,2003
11396,b476530,a26737,Let's Get Married,Jagged Edge featuring Run of Run DMC,2000,Let's Get Married,Jagged Edge,2002
11397,b451762,a26740,Euphoria,Rakim feat. Busta Rhymes_ Cocoa Chanelle_ Jadakiss & Styles P,2009,Euphoria,Rakim-Busta Rhymes-Cocoa Chanelle-Jadakiss-Styles P,2010
11398,b392212,a26746,Purple Pills,D-12,2001,Purple Pills,D12,2001
11400,b676049,a26747,Fight Music,D-12,2001,Fight Music,D12,2001
11401,b745673,a26748,My Band,D-12,2004,My Band,D12,2004
11404,b458276,a26749,How Come,D-12,2004,How Come,D12,2004
11415,b96825,a26783,The Light,Common,2000,The Light,Common,2000
11419,b149505,a26788,Dance Wiv Me,Dizzee Rascal Feat. Calvin Harris & Chrome,2008,Dance Wiv Me,Dizzee Rascal-Calvin Harris-Chrome,2008
11422,b357303,a26789,Bonkers,Dizzee Rascal and Armand Van Helden,2009,Bonkers,Dizzee Rascal-Armand van Helden,2009
11427,b756943,a26824,Where The Hood At,DMX,2003,Where the Hood At,DMX,—
11428,b288338,a26826,Enuff,DJ Shadow / Q-Tip / Lateef The Truth Speaker,2006,Enuff,DJ Shadow-Q‐Tip-Lateef the Truth Speaker,2006
11429,b53053,a26827,This Time (I'm Gonna Try It My Way),DJ Shadow,2006,This Time (I'm Gonna Try It My Way),DJ Shadow,2006
11434,b330427,a26830,Bliss,Tori Amos,1999,Bliss,Tori Amos,1999
11435,b355849,a26832,Glory of the 80's,Tori Amos,1999,Glory of the 80's,Tori Amos,1999
11436,b139624,a26833,Concertina,Tori Amos,1999,Concertina,Tori Amos,2000
11439,b70464,a26835,Crystal,New Order,2001,Crystal,New Order,2001
11441,b229430,a26840,Wrong Number,The Cure,1997,Wrong Number,The Cure,1997
11445,b545782,a26841,Cut Here,The Cure,2001,Cut Here,The Cure,2001
11453,b173016,a26852,Serious,Jme,2006,Serious,Jme,2005
11454,b2878,a26882,Walked Outta Heaven,Jagged Edge,2003,Walked Outta Heaven,Jagged Edge,2003
11457,b491617,a26888,It Was A Good Day,Ice Cube,1992,It Was a Good Day,Ice Cube,1992
11458,b78021,a26893,The Food,Common,2005,The Food,Common,2004
11462,b464304,a26897,The People,Common,2007,The People,Common,2007
11484,b761068,a26929,A Sorta Fairytale,Tori Amos,2002,A Sorta Fairytale,Tori Amos,2001
11500,b611327,a26941,Sleep When I'm Dead,The Cure,2008,Sleep When I’m Dead,The Cure,2008
11502,b458706,a26954,I'll Be There For You/ You're All I Need To Get By,Method Man / Mary J. Blige,0,I'll Be There for You/You're All I Need to Get By,Method Man,1995
11505,b778441,a26991,Watch The Sun Come Up,Example,2009,Watch the Sun Come Up,Example,2009
11512,b45873,a26992,Won't Go Quietly,Example,2010,Won't Go Quietly,Example,2009
11519,b210263,a26994,Body Rock,Mos Def / Q-Tip / Tash,1997,Body Rock,Mos Def-Q‐Tip-Tash,1998
11522,b119507,a26997,Wylin Out,Mos Def And Diverse,2002,Wylin Out,Mos Def-Diverse-Prefuse 73,2002
11525,b575099,a27005,For You I Will,Monica,1996,For You I Will,Monica,1996
11526,b609643,a27008,Natural Born Killaz,Ice Cube / Dr. Dre,1997,Natural Born Killaz,Ice Cube,1995
11539,b250536,a27039,Just Like Heaven,The Cure,1987,Just Like Heaven,The Cure-Dinosaur Jr.,2014
11544,b516601,a27046,Outta Control,50 Cent / Mobb Deep,2005,Outta Control,50 Cent-Mobb Deep,2005
11548,b108117,a27059,Mastermind,Mindless Self Indulgence,2007,Mastermind,Mindless Self Indulgence,2008
11556,b416279,a27122,Hey Baby,Stephen Marley / Mos Def,2005,Hey Baby,Stephen Marley-Mos Def,2007
11566,b484464,a27137,Rock Co.Kane Flow,De La Soul / MF Doom,2004,Rock Co.Kane Flow,De La Soul,2004
11573,b133589,a27144,The Nice Up,Rodney P,2004,The Nice Up,Rodney P,2005
11575,b50903,a27149,Superstar,Lupe Fiasco,2008,Superstar,Lupe Fiasco,2007
11578,b557123,a27156,Crashin' A Party,Lumidee / N.O.R.E.,2003,Crashin' a Party,Lumidee,2003
11580,b229948,a27158,She's Like The Wind,Lumidee / Tony Sunshine,2007,She's Like the Wind,Lumidee,2007
11582,b254327,a27166,Bump N' Grind,R. Kelly,1993,Bump N' Grind,R. Kelly,1994
11584,b662296,a27170,On It,Mindless Self Indulgence,2007,On It,Mindless Self Indulgence,2008
11585,b784194,a27176,Come Up To My Room,Princess Superstar,0,Come Up to My Room,Princess Superstar,1999
11586,b466488,a27194,What We Do,Kray Twins,0,What We Do,Kray Twinz-Twista-Gappy Ranks,2005
11598,b91550,a27207,My Life,Kool G Rap / Capone-N-Noreaga,2001,My Life,Kool G Rap,2001
11601,b490741,a27208,Animal Rap,Jedi Mind Tricks,2003,Animal Rap,Jedi Mind Tricks-Kool G Rap,2003
11602,b630987,a27220,Generation,Samy Deluxe,2004,Generation,Samy Deluxe,2005
11605,b61398,a27221,Let's Go,Samy Deluxe,2005,Let's Go,Samy Deluxe,2005
11617,b664944,a27260,Heartbeat,Nneka,2008,Heartbeat,Nneka,2008
11620,b708795,a27270,Whateva Man,Redman / Method Man,1996,Whateva Man,Redman,1996
11621,b691532,a27273,Dirrty,Christina Aguilera Featuring Redman,2002,Dirrty,Christina Aguilera-Redman,2002
11623,b284901,a27277,Feva Las Vegas,N-Dubz,2008,Feva Las Vegas,N-Dubz,2007
11625,b74819,a27286,She's Got That Vibe,R Kelly,1992,She's Got That Vibe,R. Kelly,1994
11626,b540374,a27287,I Can't Sleep Baby (If I),R. Kelly,1995,I Can't Sleep Baby (If I),R. Kelly,1995
11628,b655732,a27289,I Believe I Can Fly,R. Kelly,1996,I Believe I Can Fly,R. Kelly,1996
11639,b23846,a27303,I Hope I Sell a lot of Records at Christmastime,Princess Superstar,2000,I Hope to Sell a Lot of Records at Christmastime,Princess Superstar-Prince Paul,1999
11640,b567654,a27305,Do it Like a Robot,Princess Superstar,2000,Do It Like a Robot,Princess Superstar,2003
11641,b685606,a27307,Coochie Coo,Princess Superstar,2005,Coochie Coo,Princess Superstar,2005
11642,b549084,a27308,Perfect,Princess Superstar,2005,Perfect,Princess Superstar,2005
